city,date,pm25,temp_max,temp_min,temp_mean,electricity_mwh
California,2023-09-14,13.625,25.0,19.0,21.4,816728.0
California,2023-09-15,14.016666666666667,24.0,19.0,21.2,809940.0
California,2023-09-16,10.370833333333334,22.0,19.0,20.5,750465.0
California,2023-09-17,7.220833333333334,23.0,19.0,20.9,702396.0
California,2023-09-18,9.1625,25.0,18.0,20.9,759950.0
California,2023-09-19,9.737499999999999,25.0,17.0,20.3,757894.0
California,2023-09-20,10.0,24.0,19.0,20.8,755851.0
California,2023-09-21,19.425,22.0,17.0,19.9,740067.0
California,2023-09-22,26.541666666666668,23.0,16.0,19.4,724430.0
California,2023-09-23,26.370833333333334,24.0,16.0,19.9,677511.0
California,2023-09-24,27.53333333333333,25.0,17.0,20.2,665591.0
California,2023-09-25,24.741666666666664,24.0,16.0,19.5,732309.0
California,2023-09-26,13.779166666666667,27.0,16.0,21.1,756571.0
California,2023-09-27,12.020833333333334,26.0,17.0,21.1,759884.0
California,2023-09-28,14.383333333333333,25.0,19.0,20.7,753387.0
California,2023-09-29,14.295833333333334,22.0,19.0,20.2,741114.0
California,2023-09-30,8.395833333333334,21.0,17.0,19.0,670746.0
California,2023-10-01,6.2749999999999995,21.0,15.0,17.9,625287.0
California,2023-10-02,10.0875,22.0,14.0,17.9,676614.0
California,2023-10-03,11.237499999999999,27.0,13.0,20.6,709380.0
California,2023-10-04,15.454166666666666,30.0,15.9,23.1,760833.0
California,2023-10-05,13.230434782608697,34.0,18.0,25.0,826116.0
California,2023-10-06,13.325000000000001,33.0,18.0,24.9,845270.0
California,2023-10-07,13.945833333333333,31.0,18.0,23.3,783711.0
California,2023-10-08,16.2625,27.0,17.8,21.1,758343.0
California,2023-10-09,18.341666666666665,25.0,17.0,19.7,759955.0
California,2023-10-10,9.560869565217391,24.0,16.0,19.5,735168.0
California,2023-10-11,9.125,24.0,16.3,20.6,711725.0
California,2023-10-12,12.674999999999999,27.0,13.8,20.3,708903.0
California,2023-10-13,14.7875,27.0,16.0,20.2,719542.0
California,2023-10-14,15.470833333333333,27.0,16.0,20.4,673346.0
California,2023-10-15,15.5625,31.0,16.0,22.5,670873.0
California,2023-10-16,12.504166666666668,28.0,17.0,21.6,753099.0
California,2023-10-17,17.254166666666666,27.0,17.8,20.9,769614.0
California,2023-10-18,18.9875,26.0,17.0,20.8,790290.0
California,2023-10-19,18.14166666666667,27.0,15.1,20.6,809705.0
California,2023-10-20,13.841666666666667,29.0,18.0,22.4,804183.0
California,2023-10-21,13.583333333333334,28.0,18.0,21.3,713714.0
California,2023-10-22,9.920833333333333,24.0,15.0,19.1,661415.0
California,2023-10-23,5.221739130434783,23.0,18.0,19.9,712292.0
California,2023-10-24,8.925,24.0,16.0,19.3,700959.0
California,2023-10-25,8.582608695652175,22.0,18.0,19.6,718019.0
California,2023-10-26,8.405,22.0,17.0,19.1,693369.0
California,2023-10-27,12.095833333333333,23.0,14.0,18.0,684778.0
California,2023-10-28,13.720833333333333,23.0,13.0,17.7,628063.0
California,2023-10-29,13.91304347826087,26.0,13.0,19.0,606050.0
California,2023-10-30,14.678260869565218,27.0,10.0,18.3,672427.0
California,2023-10-31,10.175,28.9,12.0,19.9,682894.0
California,2023-11-01,10.033333333333333,29.0,16.0,21.8,699549.0
California,2023-11-02,13.747826086956522,28.0,15.0,21.1,711943.0
California,2023-11-03,16.447619047619046,28.0,13.0,19.1,699819.0
California,2023-11-04,22.150000000000002,26.0,12.0,18.0,650414.0
California,2023-11-05,22.38695652173913,27.0,13.0,18.5,609446.0
California,2023-11-06,20.7375,24.0,13.0,18.1,685084.0
California,2023-11-07,6.222727272727273,22.0,16.7,18.8,696040.0
California,2023-11-08,11.15,26.0,12.0,18.8,692304.0
California,2023-11-09,17.133333333333333,26.0,10.8,18.0,691363.0
California,2023-11-10,13.295833333333334,24.0,11.0,17.0,676998.0
California,2023-11-11,23.583333333333332,26.0,11.0,18.0,632828.0
California,2023-11-12,20.125,29.0,13.0,20.2,621102.0
California,2023-11-13,19.15,24.0,13.0,17.7,678010.0
California,2023-11-14,20.747826086956522,26.0,11.0,17.8,690922.0
California,2023-11-15,21.058333333333334,22.0,13.0,16.0,713933.0
California,2023-11-16,10.547619047619047,23.0,13.8,18.2,700525.0
California,2023-11-17,13.762500000000001,24.0,13.3,18.1,696643.0
California,2023-11-18,7.383333333333333,21.0,15.6,18.5,659989.0
California,2023-11-19,5.583333333333333,22.0,14.0,18.0,628842.0
California,2023-11-20,14.254166666666668,23.0,11.0,16.5,680175.0
California,2023-11-21,14.258333333333333,27.0,11.0,18.3,703986.0
California,2023-11-22,8.104166666666666,27.0,11.6,19.4,698048.0
California,2023-11-23,14.329166666666666,22.0,14.0,17.7,621849.0
California,2023-11-24,10.883333333333333,21.0,14.0,16.8,625737.0
California,2023-11-25,16.1375,21.0,12.0,15.7,628032.0
California,2023-11-26,15.433333333333332,22.0,10.0,15.4,637327.0
California,2023-11-27,10.108333333333333,22.0,11.0,16.1,704367.0
California,2023-11-28,9.558333333333334,22.0,11.0,16.1,713989.0
California,2023-11-29,12.821739130434782,18.0,11.0,14.8,724421.0
California,2023-11-30,9.075,19.0,11.0,14.7,726561.0
California,2023-12-01,8.754166666666666,20.0,13.0,16.2,713994.0
California,2023-12-02,12.181818181818182,19.0,9.0,14.2,665127.0
California,2023-12-03,26.847826086956523,21.0,9.0,14.5,646342.0
California,2023-12-04,29.129166666666666,24.0,11.0,16.7,693042.0
California,2023-12-05,15.929166666666667,28.0,13.0,19.4,698948.0
California,2023-12-06,20.21,23.0,13.0,17.3,712819.0
California,2023-12-07,13.08235294117647,19.0,14.0,16.4,706098.0
California,2023-12-08,13.965217391304348,21.0,11.0,14.6,707613.0
California,2023-12-09,14.64782608695652,22.0,9.0,15.2,662734.0
California,2023-12-10,9.382608695652173,24.0,10.0,16.6,672391.0
California,2023-12-11,13.491666666666667,23.0,11.0,16.3,723585.0
California,2023-12-12,18.46,20.0,10.0,14.2,730206.0
California,2023-12-13,19.758333333333333,20.0,12.0,15.2,733149.0
California,2023-12-14,15.816666666666668,24.0,10.0,15.9,737043.0
California,2023-12-15,11.152173913043478,26.0,13.0,18.1,728953.0
California,2023-12-16,9.995833333333334,26.0,6.9,17.6,680717.0
California,2023-12-17,16.360869565217392,26.0,9.6,18.6,681986.0
California,2023-12-18,21.020833333333332,22.0,15.0,18.4,732302.0
California,2023-12-19,13.895833333333334,20.0,15.0,17.0,727011.0
California,2023-12-20,6.8,18.3,16.0,16.5,731668.0
California,2023-12-21,4.395833333333333,17.0,14.1,15.4,718743.0
California,2023-12-22,5.752631578947368,19.0,14.0,16.9,697732.0
California,2023-12-23,9.304166666666665,18.0,12.0,14.9,656681.0
California,2023-12-24,22.9875,19.0,12.0,15.1,647955.0
California,2023-12-25,59.225,19.0,10.0,14.4,631902.0
California,2023-12-26,31.62857142857143,19.0,10.1,14.8,676623.0
California,2023-12-27,26.870833333333334,19.0,12.0,14.4,699381.0
California,2023-12-28,20.483333333333334,19.0,11.0,14.4,690403.0
California,2023-12-29,25.495833333333334,19.0,11.0,14.5,679768.0
California,2023-12-30,10.391304347826088,17.0,12.0,14.2,659312.0
California,2023-12-31,4.2,16.0,11.0,13.8,655903.0
California,2024-01-01,48.92173913043479,19.0,10.0,13.9,625654.0
California,2024-01-02,14.847826086956522,19.0,8.0,13.1,688362.0
California,2024-01-03,16.241666666666667,18.0,11.0,13.8,702108.0
California,2024-01-04,5.625,18.0,11.0,13.7,706401.0
California,2024-01-05,11.2125,19.0,8.0,12.7,699671.0
California,2024-01-06,18.858333333333334,18.0,7.0,12.8,679808.0
California,2024-01-07,4.508333333333334,14.0,10.0,12.1,656367.0
California,2024-01-08,4.433333333333333,17.0,6.0,11.5,732792.0
California,2024-01-09,11.950000000000001,18.0,7.0,11.5,736438.0
California,2024-01-10,15.516666666666666,17.0,7.0,11.6,739341.0
California,2024-01-11,7.583333333333333,18.0,9.0,12.8,717474.0
California,2024-01-12,8.916666666666666,17.0,6.0,11.2,738058.0
California,2024-01-13,21.004166666666666,17.0,6.0,11.6,689379.0
California,2024-01-14,25.09130434782609,17.0,8.0,12.2,644555.0
California,2024-01-15,25.358333333333334,19.0,9.0,12.8,677633.0
California,2024-01-16,31.433333333333334,21.0,9.0,13.5,711788.0
California,2024-01-17,21.166666666666668,16.0,13.0,14.6,706110.0
California,2024-01-18,16.816666666666666,20.0,12.0,15.2,703385.0
California,2024-01-19,18.61904761904762,21.0,12.0,15.5,703890.0
California,2024-01-20,14.0625,15.0,13.9,14.3,666112.0
California,2024-01-21,8.508333333333333,19.0,14.0,15.9,649242.0
California,2024-01-22,3.9,15.0,13.0,14.2,706989.0
California,2024-01-23,9.545833333333333,20.0,7.8,14.4,675211.0
California,2024-01-24,6.545833333333333,18.0,13.9,15.5,705013.0
California,2024-01-25,8.154166666666667,18.0,13.0,15.1,683252.0
California,2024-01-26,9.870833333333334,23.0,10.0,15.7,681238.0
California,2024-01-27,14.070833333333333,25.0,12.0,18.1,623621.0
California,2024-01-28,16.52173913043478,27.0,12.0,18.7,602779.0
California,2024-01-29,15.445833333333333,27.0,13.0,19.2,650439.0
California,2024-01-30,15.4,23.0,11.0,16.8,657115.0
California,2024-01-31,19.054166666666667,20.0,12.0,15.5,679728.0
California,2024-02-01,4.25,15.0,10.6,12.6,704038.0
California,2024-02-02,8.31764705882353,17.0,9.0,12.9,687137.0
California,2024-02-03,,16.1,8.0,12.5,655110.0
California,2024-02-04,,16.0,11.7,12.8,655733.0
California,2024-02-05,,14.0,12.0,13.2,700212.0
California,2024-02-06,,13.0,10.0,11.5,715626.0
California,2024-02-07,3.225,16.0,8.0,11.8,736647.0
California,2024-02-08,4.3625,16.0,6.0,11.3,725842.0
California,2024-02-09,4.341666666666667,17.0,9.0,12.7,707108.0
California,2024-02-10,7.908333333333334,18.0,10.0,14.0,637111.0
California,2024-02-11,11.408333333333333,18.0,7.0,12.8,631646.0
California,2024-02-12,14.962499999999999,19.0,8.0,13.2,677785.0
California,2024-02-13,12.579166666666666,19.0,8.0,13.3,679625.0
California,2024-02-14,11.895833333333334,18.0,9.2,13.8,689986.0
California,2024-02-15,12.226086956521739,18.0,7.1,14.1,679963.0
California,2024-02-16,9.762500000000001,19.0,12.2,15.5,672277.0
California,2024-02-17,18.185714285714283,17.2,13.0,14.6,652239.0
California,2024-02-18,9.408695652173913,18.0,13.0,15.4,611281.0
California,2024-02-19,3.6750000000000003,15.0,13.9,14.2,657178.0
California,2024-02-20,1.4833333333333334,16.0,13.9,14.5,702501.0
California,2024-02-21,1.5727272727272728,18.0,13.0,15.1,676034.0
California,2024-02-22,9.304347826086957,19.0,12.0,15.4,660464.0
California,2024-02-23,8.033333333333333,26.0,12.0,18.3,660449.0
California,2024-02-24,11.9125,24.0,14.0,17.9,604514.0
California,2024-02-25,13.208695652173914,21.0,12.0,15.5,581221.0
California,2024-02-26,12.433333333333332,18.0,12.0,14.6,668583.0
California,2024-02-27,10.329166666666667,19.0,13.0,15.4,652500.0
California,2024-02-28,12.174999999999999,20.0,11.0,15.5,646362.0
California,2024-02-29,7.0625,17.8,13.3,15.4,675982.0
California,2024-03-01,2.920833333333333,18.0,11.3,15.6,673958.0
California,2024-03-02,-0.004166666666666712,16.7,12.0,14.2,643378.0
California,2024-03-03,3.0749999999999997,17.0,11.0,13.4,625537.0
California,2024-03-04,8.230434782608697,18.0,9.0,13.8,665375.0
California,2024-03-05,6.1125,19.0,10.6,14.0,672925.0
California,2024-03-06,5.129166666666666,17.0,9.7,13.2,680158.0
California,2024-03-07,5.125,19.0,7.9,13.2,670525.0
California,2024-03-08,7.5375000000000005,22.0,7.2,13.2,638071.0
California,2024-03-09,14.747826086956522,23.0,8.2,14.1,599227.0
California,2024-03-10,12.129166666666668,21.0,8.3,14.4,552846.0
California,2024-03-11,5.056521739130434,19.0,8.4,13.1,637591.0
California,2024-03-12,4.190476190476191,18.0,11.9,15.0,664116.0
California,2024-03-13,5.0375000000000005,21.0,9.6,16.2,646349.0
California,2024-03-14,7.929166666666667,21.0,12.0,16.3,633665.0
California,2024-03-15,4.51304347826087,20.0,8.5,14.1,631477.0
California,2024-03-16,5.733333333333333,20.0,9.4,15.3,581086.0
California,2024-03-17,8.366666666666667,21.0,8.7,15.3,563712.0
California,2024-03-18,9.470833333333333,23.0,12.0,17.3,632694.0
California,2024-03-19,12.016666666666666,23.0,12.7,17.2,629326.0
California,2024-03-20,15.488888888888889,21.0,12.4,15.6,627955.0
California,2024-03-21,8.78125,21.0,13.9,16.6,628777.0
California,2024-03-22,15.525,22.0,13.0,16.0,638640.0
California,2024-03-23,5.491666666666667,17.0,13.0,14.6,605241.0
California,2024-03-24,4.554166666666666,18.0,10.0,13.7,579120.0
California,2024-03-25,6.858333333333333,19.0,10.7,14.2,628222.0
California,2024-03-26,7.666666666666667,19.0,10.5,15.2,630200.0
California,2024-03-27,9.25,21.0,12.0,15.4,654764.0
California,2024-03-28,8.066666666666666,19.0,12.0,14.8,643413.0
California,2024-03-29,7.283333333333334,17.0,12.0,14.6,649665.0
California,2024-03-30,4.5375000000000005,13.0,11.0,12.0,620053.0
California,2024-03-31,4.977777777777778,17.0,11.0,13.7,585859.0
California,2024-04-01,9.9,20.0,11.0,15.6,610897.0
California,2024-04-02,8.666666666666666,23.0,10.2,17.4,628849.0
California,2024-04-03,12.1,24.0,13.0,17.6,641126.0
California,2024-04-04,6.366666666666667,18.0,11.0,14.2,677857.0
California,2024-04-05,4.804166666666666,14.0,8.0,11.4,673428.0
California,2024-04-06,6.816666666666666,18.0,8.0,12.7,603379.0
California,2024-04-07,13.254166666666668,19.0,9.0,14.0,574041.0
California,2024-04-08,8.829166666666667,23.0,10.0,17.0,622769.0
California,2024-04-09,8.8125,27.0,12.0,20.2,633127.0
California,2024-04-10,9.608333333333333,26.0,14.0,19.7,638667.0
California,2024-04-11,16.45,25.0,12.3,16.8,614885.0
California,2024-04-12,14.966666666666667,17.0,13.0,15.1,595319.0
California,2024-04-13,7.125,18.0,10.0,15.0,573890.0
California,2024-04-14,6.612500000000001,16.0,9.0,11.8,596142.0
California,2024-04-15,9.4125,19.0,9.0,14.2,624302.0
California,2024-04-16,10.133333333333333,26.0,11.0,17.6,633891.0
California,2024-04-17,9.970833333333333,24.0,12.9,17.8,641570.0
California,2024-04-18,16.254166666666666,22.0,12.1,16.4,646715.0
California,2024-04-19,10.329166666666667,21.0,14.0,16.5,640176.0
California,2024-04-20,11.833333333333334,21.0,14.0,16.5,586577.0
California,2024-04-21,14.370833333333332,22.0,13.0,16.5,587400.0
California,2024-04-22,16.004166666666666,19.0,15.6,16.7,667595.0
California,2024-04-23,6.9875,19.0,14.0,16.6,654489.0
California,2024-04-24,7.745454545454546,19.0,14.0,16.6,649363.0
California,2024-04-25,5.343478260869565,18.0,13.3,15.7,653279.0
California,2024-04-26,6.979166666666667,21.0,13.9,16.8,639852.0
California,2024-04-27,9.458333333333334,22.0,14.0,17.4,581526.0
California,2024-04-28,9.799999999999999,23.0,13.0,17.7,560764.0
California,2024-04-29,13.295833333333334,23.0,14.0,18.3,630431.0
California,2024-04-30,11.345833333333333,24.0,15.0,18.3,657552.0
California,2024-05-01,15.145833333333334,22.0,15.6,18.1,664765.0
California,2024-05-02,14.991666666666667,22.0,14.0,17.5,671941.0
California,2024-05-03,13.191666666666668,21.0,16.0,18.0,670815.0
California,2024-05-04,13.15,19.0,15.0,16.8,637641.0
California,2024-05-05,4.208333333333333,22.0,12.0,16.9,561992.0
California,2024-05-06,7.029166666666666,21.0,13.0,17.0,615938.0
California,2024-05-07,9.125,23.0,13.0,18.0,636306.0
California,2024-05-08,,23.0,14.0,18.0,644710.0
California,2024-05-09,,24.0,16.0,18.3,670615.0
California,2024-05-10,10.3,21.0,15.0,17.3,682380.0
California,2024-05-11,12.866666666666667,21.0,14.0,16.8,645294.0
California,2024-05-12,8.991666666666667,22.0,15.0,17.9,626341.0
California,2024-05-13,9.15,21.0,12.7,17.2,682053.0
California,2024-05-14,7.1000000000000005,21.0,16.0,17.6,696039.0
California,2024-05-15,5.904166666666666,19.0,15.6,16.8,719989.0
California,2024-05-16,5.0,20.8,16.0,17.3,720563.0
California,2024-05-17,4.180952380952381,21.0,16.0,17.3,715489.0
California,2024-05-18,5.5625,20.0,15.0,17.2,650509.0
California,2024-05-19,5.629166666666666,20.0,14.0,17.2,613654.0
California,2024-05-20,5.6625000000000005,20.3,13.3,16.1,669209.0
California,2024-05-21,9.891666666666667,21.4,11.5,15.8,684566.0
California,2024-05-22,12.991666666666667,21.9,11.6,16.2,703950.0
California,2024-05-23,10.470833333333333,21.8,14.2,16.7,698550.0
California,2024-05-24,10.895833333333334,21.1,13.3,16.4,676371.0
California,2024-05-25,5.704166666666667,21.0,11.9,16.2,615191.0
California,2024-05-26,3.266666666666667,22.2,12.5,16.7,590528.0
California,2024-05-27,8.4125,22.9,11.6,16.7,619974.0
California,2024-05-28,13.7875,22.0,11.9,16.6,686211.0
California,2024-05-29,7.754166666666666,23.3,13.1,17.4,717721.0
California,2024-05-30,10.299999999999999,24.3,11.4,17.7,731320.0
California,2024-05-31,12.362499999999999,23.6,13.0,17.4,752406.0
California,2024-06-01,9.458333333333334,22.6,14.2,17.0,688470.0
California,2024-06-02,5.829166666666667,22.5,14.8,18.0,649570.0
California,2024-06-03,6.583333333333333,24.1,14.6,18.5,717216.0
California,2024-06-04,8.612499999999999,25.2,14.0,19.0,775532.0
California,2024-06-05,12.991666666666667,26.1,15.3,19.6,860921.0
California,2024-06-06,13.720833333333333,24.3,16.5,19.4,860472.0
California,2024-06-07,2.9875000000000003,25.4,15.8,19.3,816450.0
California,2024-06-08,2.495833333333333,24.1,16.0,18.9,710366.0
California,2024-06-09,1.7,23.7,15.8,18.9,670401.0
California,2024-06-10,8.620833333333334,23.9,12.9,17.8,756606.0
California,2024-06-11,12.033333333333333,23.9,14.3,18.2,824168.0
California,2024-06-12,4.55,25.9,15.2,19.3,840104.0
California,2024-06-13,8.226086956521739,24.0,13.7,18.2,774828.0
California,2024-06-14,7.233333333333333,25.3,13.6,19.2,775952.0
California,2024-06-15,11.15,26.9,13.0,20.4,739426.0
California,2024-06-16,14.183333333333332,27.7,14.8,21.2,694416.0
California,2024-06-17,16.075,25.1,15.8,20.1,739983.0
California,2024-06-18,14.745833333333335,26.3,14.6,20.0,765808.0
California,2024-06-19,11.924999999999999,25.9,16.3,20.1,752583.0
California,2024-06-20,13.200000000000001,26.5,14.3,19.7,770005.0
California,2024-06-21,9.531818181818181,27.7,13.2,20.3,799813.0
California,2024-06-22,12.4125,29.4,14.9,21.6,835582.0
California,2024-06-23,9.970833333333333,32.2,17.8,23.5,873427.0
California,2024-06-24,5.304166666666666,31.7,19.4,23.6,908982.0
California,2024-06-25,10.4125,27.4,18.2,22.2,870619.0
California,2024-06-26,11.170833333333334,28.2,17.1,22.0,802543.0
California,2024-06-27,8.75,28.8,16.8,22.0,801691.0
California,2024-06-28,9.231818181818182,28.2,17.0,21.8,797701.0
California,2024-06-29,12.35,27.2,15.3,20.7,741878.0
California,2024-06-30,12.745833333333332,31.0,14.0,21.4,758137.0
California,2024-07-01,8.5625,30.1,15.9,21.8,835293.0
California,2024-07-02,10.841666666666667,29.4,16.4,21.2,887127.0
California,2024-07-03,12.375,27.0,15.6,20.6,930907.0
California,2024-07-04,9.920833333333333,27.0,16.8,21.0,869820.0
California,2024-07-05,61.699999999999996,30.8,16.0,23.7,898360.0
California,2024-07-06,10.595833333333333,32.1,18.3,24.2,886858.0
California,2024-07-07,8.116666666666667,29.9,18.1,22.7,861243.0
California,2024-07-08,8.35,26.9,17.3,21.3,904942.0
California,2024-07-09,13.458333333333334,30.8,16.0,22.1,900470.0
California,2024-07-10,11.195833333333333,32.9,16.9,23.6,926998.0
California,2024-07-11,9.725,30.6,17.3,22.0,961282.0
California,2024-07-12,8.570833333333333,28.2,16.5,21.1,940379.0
California,2024-07-13,10.794736842105262,28.9,17.7,22.1,835578.0
California,2024-07-14,13.158333333333333,28.0,17.7,21.9,775280.0
California,2024-07-15,8.283333333333333,27.3,17.0,21.6,882298.0
California,2024-07-16,4.878947368421053,27.5,16.6,21.5,883480.0
California,2024-07-17,1.6,28.8,17.4,22.0,869500.0
California,2024-07-18,,29.4,18.6,22.8,926175.0
California,2024-07-19,,31.0,17.0,22.7,968133.0
California,2024-07-20,,32.6,16.6,23.8,933372.0
California,2024-07-21,,33.0,18.3,24.7,873648.0
California,2024-07-22,,30.0,18.5,23.5,985815.0
California,2024-07-23,,30.3,19.2,23.8,1050618.0
California,2024-07-24,,30.1,19.5,24.1,1074992.0
California,2024-07-25,12.766666666666666,33.1,19.7,24.8,1067204.0
California,2024-07-26,7.108695652173913,33.0,18.3,24.3,1000943.0
California,2024-07-27,10.129166666666666,29.2,17.1,22.3,828793.0
California,2024-07-28,9.170833333333333,26.9,15.7,20.6,769016.0
California,2024-07-29,5.545833333333333,26.7,14.1,20.2,838698.0
California,2024-07-30,6.675,27.9,13.9,20.4,870615.0
California,2024-07-31,8.220833333333333,28.1,14.8,20.3,900428.0
California,2024-08-01,6.7875000000000005,29.1,15.1,20.5,930393.0
California,2024-08-02,6.0,30.1,18.1,23.1,969043.0
California,2024-08-03,6.079166666666667,32.0,17.6,23.2,939395.0
California,2024-08-04,6.729166666666667,31.7,17.0,23.0,899302.0
California,2024-08-05,10.791666666666666,33.1,17.5,23.9,988653.0
California,2024-08-06,9.637500000000001,35.5,17.8,24.6,1006516.0
California,2024-08-07,10.929166666666667,32.0,18.7,24.0,1004339.0
California,2024-08-08,9.529166666666667,28.5,17.9,22.1,942591.0
California,2024-08-09,7.845833333333334,29.2,15.8,22.1,943609.0
California,2024-08-10,10.373333333333333,31.8,17.2,23.7,890210.0
California,2024-08-11,13.192307692307692,31.6,19.3,24.5,884520.0
California,2024-08-12,13.522222222222222,30.2,18.8,23.6,945602.0
California,2024-08-13,8.758333333333333,31.7,17.4,23.4,928925.0
California,2024-08-14,10.92608695652174,31.3,16.8,23.1,930015.0
California,2024-08-15,8.529166666666667,31.8,16.8,23.8,938333.0
California,2024-08-16,9.445833333333333,32.3,17.4,23.6,940646.0
California,2024-08-17,9.2875,29.1,19.1,22.8,847517.0
California,2024-08-18,9.566666666666666,28.9,16.9,21.9,797916.0
California,2024-08-19,3.0999999999999996,31.4,15.2,23.1,898758.0
California,2024-08-20,9.869565217391305,35.7,17.2,24.7,918358.0
California,2024-08-21,8.241666666666667,34.0,17.0,24.2,927124.0
California,2024-08-22,9.375,29.4,18.4,22.2,884010.0
California,2024-08-23,6.7124999999999995,27.9,16.3,21.2,826061.0
California,2024-08-24,7.458333333333333,27.4,14.6,21.0,755317.0
California,2024-08-25,8.049999999999999,29.2,16.2,22.3,736522.0
California,2024-08-26,7.691666666666666,30.6,16.5,22.8,860155.0
California,2024-08-27,10.6,24.4,18.3,21.0,909054.0
California,2024-08-28,13.340909090909092,24.4,18.3,20.3,903020.0
California,2024-08-29,15.637500000000001,23.3,18.3,20.2,864811.0
California,2024-08-30,12.183333333333332,23.3,17.8,19.9,852232.0
California,2024-08-31,12.8125,24.4,18.3,20.9,818151.0
California,2024-09-01,12.612499999999999,26.1,19.4,22.2,811850.0
California,2024-09-02,15.570833333333333,26.7,20.0,22.5,838764.0
California,2024-09-03,18.954166666666666,27.2,19.4,22.4,943335.0
California,2024-09-04,11.152173913043478,37.6,18.3,27.7,1014478.0
California,2024-09-05,15.466666666666667,38.8,21.8,31.7,1073321.0
California,2024-09-06,12.075000000000001,43.2,21.5,31.2,1107124.0
California,2024-09-07,14.049999999999999,36.8,21.1,28.7,1022825.0
California,2024-09-08,,40.5,23.7,31.2,1002119.0
California,2024-09-09,,39.1,24.0,31.0,1073082.0
California,2024-09-10,,30.1,18.9,24.5,966614.0
California,2024-09-11,,27.0,15.5,20.5,842801.0
California,2024-09-12,7.0,26.6,14.9,20.3,811598.0
California,2024-09-13,7.4875,27.3,16.7,21.0,805682.0
California,2024-09-14,11.941666666666668,25.8,18.6,20.8,761236.0
California,2024-09-15,7.404166666666666,25.1,17.4,19.8,710171.0
California,2024-09-16,5.104166666666667,22.7,16.6,19.2,734323.0
California,2024-09-17,6.729166666666667,24.1,14.1,18.6,736264.0
California,2024-09-18,7.379166666666666,24.9,13.9,18.9,738785.0
California,2024-09-19,5.479166666666667,23.3,17.1,19.4,744824.0
California,2024-09-20,5.566666666666666,24.6,14.7,18.8,742294.0
California,2024-09-21,6.9375,25.1,15.1,18.9,711303.0
California,2024-09-22,10.029166666666667,25.2,14.3,19.2,718111.0
California,2024-09-23,9.637500000000001,28.1,15.1,19.8,820064.0
California,2024-09-24,12.387500000000001,25.3,15.9,19.4,850062.0
California,2024-09-25,7.883333333333333,23.5,15.3,18.6,803294.0
California,2024-09-26,9.291304347826088,24.3,13.9,17.9,772682.0
California,2024-09-27,12.612499999999999,24.8,14.4,18.0,787712.0
California,2024-09-28,13.145833333333334,25.3,13.6,18.0,731916.0
California,2024-09-29,10.754166666666668,24.4,13.2,18.1,697304.0
California,2024-09-30,17.349999999999998,30.6,13.1,20.1,794888.0
California,2024-10-01,14.866666666666667,31.2,15.1,20.4,878484.0
California,2024-10-02,9.154166666666667,31.8,14.5,21.3,923784.0
California,2024-10-03,9.65,33.7,16.7,23.3,920337.0
California,2024-10-04,14.070833333333333,29.2,16.1,21.3,895204.0
California,2024-10-05,21.858333333333334,27.3,16.4,20.7,848561.0
California,2024-10-06,9.37857142857143,31.0,15.7,20.5,837422.0
California,2024-10-07,12.591304347826087,31.0,16.1,20.9,908533.0
California,2024-10-08,14.758333333333333,27.5,14.7,19.5,877872.0
California,2024-10-09,18.591666666666665,26.9,13.9,19.0,829567.0
California,2024-10-10,22.946153846153848,27.4,14.5,19.2,802007.0
California,2024-10-11,20.575,28.8,14.6,20.1,778245.0
California,2024-10-12,16.379166666666666,26.7,13.6,18.7,707436.0
California,2024-10-13,10.129166666666666,25.9,13.6,17.7,675215.0
California,2024-10-14,8.330434782608695,24.8,15.6,18.7,741711.0
California,2024-10-15,11.429166666666667,24.1,14.4,17.9,759939.0
California,2024-10-16,9.829166666666667,22.6,15.9,18.0,760775.0
California,2024-10-17,7.873913043478261,21.5,15.7,18.0,736645.0
California,2024-10-18,7.054166666666667,27.4,12.8,19.2,699764.0
California,2024-10-19,12.154166666666667,27.5,9.5,18.2,660855.0
California,2024-10-20,15.543478260869565,28.4,13.3,19.9,642984.0
California,2024-10-21,14.404166666666667,28.8,13.9,21.0,702716.0
California,2024-10-22,13.004166666666668,30.6,16.0,21.6,721925.0
California,2024-10-23,13.458333333333334,31.4,15.7,21.5,730476.0
California,2024-10-24,11.995833333333332,28.5,13.4,19.1,720431.0
California,2024-10-25,22.412499999999998,26.2,11.3,17.1,704691.0
California,2024-10-26,14.2,27.4,11.9,17.8,672620.0
California,2024-10-27,,26.1,13.7,18.8,664141.0
California,2024-10-28,4.781818181818181,22.0,14.8,18.0,710113.0
California,2024-10-29,8.700000000000001,21.8,12.2,16.4,692346.0
California,2024-10-30,8.016666666666667,22.9,10.3,15.8,701317.0
California,2024-10-31,14.245833333333332,22.2,10.2,15.3,699700.0
California,2024-11-01,11.204166666666666,22.1,9.9,15.1,690355.0
California,2024-11-02,11.483333333333334,20.4,10.6,14.9,677780.0
California,2024-11-03,6.0249999999999995,25.6,10.7,17.4,632703.0
California,2024-11-04,9.137500000000001,24.0,9.8,15.9,670916.0
California,2024-11-05,10.491666666666665,24.5,9.8,16.1,695481.0
California,2024-11-06,10.658333333333333,24.8,10.0,16.8,670875.0
California,2024-11-07,10.6875,22.6,7.7,14.1,672770.0
California,2024-11-08,9.339130434782609,24.0,8.7,15.2,684499.0
