state,date,year,month,day_name,day_of_week,is_weekend,pm25,temp_max,temp_min,temp_mean,electricity_mwh,green_percentage,electricity_scaled,pm25_norm,green_norm,temp_norm,electricity_norm,QoL,season
California,2023-10-02,2023,10,Monday,0,0,10.0875,23.2,11.8,16.5,676614.0,47.43056188080152,67.6614,0.05992469158230253,0.4538452389034207,0.6260504201680673,0.275926932354812,0.6151708373422745,Autumn
California,2023-10-03,2023,10,Tuesday,1,0,11.2375,28.5,13.6,18.8,709380.0,47.43056188080152,70.938,0.06676190318904726,0.4538452389034207,0.6743697478991598,0.2982419579143222,0.6229820447706048,Autumn
California,2023-10-04,2023,10,Wednesday,2,0,15.454166666666666,32.7,17.3,23.1,760833.0,47.43056188080152,76.0833,0.09183167908044458,0.4538452389034207,0.7647058823529413,0.3332836172597862,0.6305233253112417,Autumn
California,2023-10-05,2023,10,Thursday,3,0,13.230434782608697,35.8,16.6,24.7,826116.0,47.43056188080152,82.6116,0.07861070043003635,0.4538452389034207,0.7983193277310925,0.37774408889506367,0.6431028500052899,Autumn
California,2023-10-06,2023,10,Friday,4,0,13.325,35.7,16.7,25.6,845270.0,47.43056188080152,84.527,0.07917292860563822,0.4538452389034207,0.8172268907563027,0.3907887693432983,0.6468478457682859,Autumn
California,2023-10-07,2023,10,Saturday,5,1,13.945833333333333,33.8,20.0,25.7,783711.0,47.43056188080152,78.3711,0.08286403197304751,0.4538452389034207,0.8193277310924371,0.34886449850102635,0.6520628028327918,Autumn
California,2023-10-08,2023,10,Sunday,6,1,16.2625,32.7,18.1,23.5,758343.0,47.43056188080152,75.8343,0.09663754520982312,0.4538452389034207,0.773109243697479,0.3315878224223578,0.6304034425555387,Autumn
California,2023-10-09,2023,10,Monday,0,0,18.341666666666665,27.9,15.6,21.0,759955.0,47.43056188080152,75.9955,0.10899902561477101,0.4538452389034207,0.7205882352941176,0.3326856622930143,0.6045318430024257,Autumn
California,2023-10-10,2023,10,Tuesday,1,0,9.560869565217391,25.9,15.2,19.1,735168.0,47.43056188080152,73.5168,0.05679366225955411,0.4538452389034207,0.6806722689075633,0.31580467167641235,0.6287879382274741,Autumn
California,2023-10-11,2023,10,Wednesday,2,0,9.125,27.4,16.9,20.3,711725.0,47.43056188080152,71.1725,0.054202242737527044,0.4538452389034207,0.7058823529411766,0.2998390016467598,0.6415505731775629,Autumn
California,2023-10-12,2023,10,Thursday,3,0,12.675,28.1,13.8,19.3,708903.0,47.43056188080152,70.8903,0.07530841769747816,0.4538452389034207,0.684873949579832,0.2979171008310076,0.6208448158027593,Autumn
California,2023-10-13,2023,10,Friday,4,0,14.7875,28.4,15.0,20.4,719542.0,47.43056188080152,71.9542,0.08786807814899837,0.4538452389034207,0.7079831932773111,0.3051627077689197,0.6189714873438661,Autumn
California,2023-10-14,2023,10,Saturday,5,1,15.470833333333331,28.6,14.9,19.8,673346.0,47.43056188080152,67.3346,0.09193076910373073,0.4538452389034207,0.6953781512605043,0.2737012867609501,0.61730873146788,Autumn
California,2023-10-15,2023,10,Sunday,6,1,15.5625,33.2,18.4,23.4,670873.0,47.43056188080152,67.0873,0.09247576423180459,0.4538452389034207,0.7710084033613447,0.27201706963927924,0.6423786642321876,Autumn
California,2023-10-16,2023,10,Monday,0,0,12.504166666666668,30.9,16.2,22.6,753099.0,47.43056188080152,75.3099,0.07429274495879508,0.4538452389034207,0.7542016806722691,0.3280164376322073,0.6395716490026921,Autumn
California,2023-10-17,2023,10,Tuesday,1,0,17.254166666666666,29.9,16.0,20.9,769614.0,47.43056188080152,76.9614,0.10253340159534938,0.4538452389034207,0.7184873949579833,0.3392638479696092,0.6070398598714656,Autumn
California,2023-10-18,2023,10,Wednesday,2,0,18.9875,31.7,16.5,22.1,790290.0,47.43056188080152,79.029,0.11283876401710954,0.4538452389034207,0.7436974789915969,0.35334507449919567,0.6062279714261424,Autumn
California,2023-10-19,2023,10,Thursday,3,0,18.14166666666667,33.0,16.8,22.7,809705.0,47.43056188080152,80.9705,0.10780994533533717,0.4538452389034207,0.7563025210084034,0.3665675069364138,0.6115662103282733,Autumn
