period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2025-07-05,FLA,Florida,D,Demand,Central,Central,795279,megawatthours
2025-07-05,NY,New York,D,Demand,Central,Central,441937,megawatthours
2025-07-05,TEN,Tennessee,D,Demand,Central,Central,532007,megawatthours
2025-07-05,TEX,Texas,D,Demand,Central,Central,1379986,megawatthours
2025-07-04,CAL,California,D,Demand,Central,Central,776414,megawatthours
2025-07-04,CAR,Carolinas,D,Demand,Central,Central,712117,megawatthours
2025-07-04,FLA,Florida,D,Demand,Central,Central,778311,megawatthours
2025-07-04,NY,New York,D,Demand,Central,Central,411994,megawatthours
2025-07-04,TEN,Tennessee,D,Demand,Central,Central,515944,megawatthours
2025-07-04,TEX,Texas,D,Demand,Central,Central,1393586,megawatthours
2025-07-03,CAL,California,D,Demand,Central,Central,840603,megawatthours
2025-07-03,CAR,Carolinas,D,Demand,Central,Central,741373,megawatthours
2025-07-03,FLA,Florida,D,Demand,Central,Central,791425,megawatthours
2025-07-03,NY,New York,D,Demand,Central,Central,492301,megawatthours
2025-07-03,TEN,Tennessee,D,Demand,Central,Central,522948,megawatthours
2025-07-03,TEX,Texas,D,Demand,Central,Central,1440660,megawatthours
2025-07-02,CAL,California,D,Demand,Central,Central,859901,megawatthours
2025-07-02,CAR,Carolinas,D,Demand,Central,Central,735646,megawatthours
2025-07-02,FLA,Florida,D,Demand,Central,Central,811264,megawatthours
2025-07-02,NY,New York,D,Demand,Central,Central,510326,megawatthours
2025-07-02,TEN,Tennessee,D,Demand,Central,Central,532385,megawatthours
2025-07-02,TEX,Texas,D,Demand,Central,Central,1514389,megawatthours
2025-07-01,CAL,California,D,Demand,Central,Central,862459,megawatthours
2025-07-01,CAR,Carolinas,D,Demand,Central,Central,783149,megawatthours
2025-07-01,FLA,Florida,D,Demand,Central,Central,819017,megawatthours
2025-07-01,NY,New York,D,Demand,Central,Central,552350,megawatthours
2025-07-01,TEN,Tennessee,D,Demand,Central,Central,532517,megawatthours
2025-07-01,TEX,Texas,D,Demand,Central,Central,1487581,megawatthours
2025-06-30,CAL,California,D,Demand,Central,Central,872129,megawatthours
2025-06-30,CAR,Carolinas,D,Demand,Central,Central,799234,megawatthours
2025-06-30,FLA,Florida,D,Demand,Central,Central,794919,megawatthours
2025-06-30,NY,New York,D,Demand,Central,Central,533649,megawatthours
2025-06-30,TEN,Tennessee,D,Demand,Central,Central,543465,megawatthours
2025-06-30,TEX,Texas,D,Demand,Central,Central,1523849,megawatthours
2025-06-29,CAL,California,D,Demand,Central,Central,818576,megawatthours
2025-06-29,CAR,Carolinas,D,Demand,Central,Central,741659,megawatthours
2025-06-29,FLA,Florida,D,Demand,Central,Central,774256,megawatthours
2025-06-29,NY,New York,D,Demand,Central,Central,479089,megawatthours
2025-06-29,TEN,Tennessee,D,Demand,Central,Central,501020,megawatthours
2025-06-29,TEX,Texas,D,Demand,Central,Central,1515245,megawatthours
2025-06-28,CAL,California,D,Demand,Central,Central,839572,megawatthours
2025-06-28,CAR,Carolinas,D,Demand,Central,Central,734794,megawatthours
2025-06-28,FLA,Florida,D,Demand,Central,Central,825042,megawatthours
2025-06-28,NY,New York,D,Demand,Central,Central,439438,megawatthours
2025-06-28,TEN,Tennessee,D,Demand,Central,Central,503804,megawatthours
2025-06-28,TEX,Texas,D,Demand,Central,Central,1550787,megawatthours
2025-06-27,CAL,California,D,Demand,Central,Central,853254,megawatthours
2025-06-27,CAR,Carolinas,D,Demand,Central,Central,787565,megawatthours
2025-06-27,FLA,Florida,D,Demand,Central,Central,841572,megawatthours
2025-06-27,NY,New York,D,Demand,Central,Central,424507,megawatthours
2025-06-27,TEN,Tennessee,D,Demand,Central,Central,545141,megawatthours
2025-06-27,TEX,Texas,D,Demand,Central,Central,1536061,megawatthours
2025-06-26,CAL,California,D,Demand,Central,Central,822992,megawatthours
2025-06-26,CAR,Carolinas,D,Demand,Central,Central,781877,megawatthours
2025-06-26,FLA,Florida,D,Demand,Central,Central,846128,megawatthours
2025-06-26,NY,New York,D,Demand,Central,Central,498141,megawatthours
2025-06-26,TEN,Tennessee,D,Demand,Central,Central,577391,megawatthours
2025-06-26,TEX,Texas,D,Demand,Central,Central,1513894,megawatthours
2025-06-25,CAL,California,D,Demand,Central,Central,797961,megawatthours
2025-06-25,CAR,Carolinas,D,Demand,Central,Central,841529,megawatthours
2025-06-25,FLA,Florida,D,Demand,Central,Central,888006,megawatthours
2025-06-25,NY,New York,D,Demand,Central,Central,630372,megawatthours
2025-06-25,TEN,Tennessee,D,Demand,Central,Central,613263,megawatthours
2025-06-25,TEX,Texas,D,Demand,Central,Central,1502732,megawatthours
2025-06-24,CAL,California,D,Demand,Central,Central,776172,megawatthours
2025-06-24,CAR,Carolinas,D,Demand,Central,Central,867811,megawatthours
2025-06-24,FLA,Florida,D,Demand,Central,Central,904825,megawatthours
2025-06-24,NY,New York,D,Demand,Central,Central,635911,megawatthours
2025-06-24,TEN,Tennessee,D,Demand,Central,Central,602414,megawatthours
2025-06-24,TEX,Texas,D,Demand,Central,Central,1559157,megawatthours
2025-06-23,CAL,California,D,Demand,Central,Central,770347,megawatthours
2025-06-23,CAR,Carolinas,D,Demand,Central,Central,827900,megawatthours
2025-06-23,FLA,Florida,D,Demand,Central,Central,900684,megawatthours
2025-06-23,NY,New York,D,Demand,Central,Central,607726,megawatthours
2025-06-23,TEN,Tennessee,D,Demand,Central,Central,588759,megawatthours
2025-06-23,TEX,Texas,D,Demand,Central,Central,1584631,megawatthours
2025-06-22,CAL,California,D,Demand,Central,Central,680449,megawatthours
2025-06-22,CAR,Carolinas,D,Demand,Central,Central,750699,megawatthours
2025-06-22,FLA,Florida,D,Demand,Central,Central,864186,megawatthours
2025-06-22,NY,New York,D,Demand,Central,Central,502042,megawatthours
2025-06-22,TEN,Tennessee,D,Demand,Central,Central,548113,megawatthours
2025-06-22,TEX,Texas,D,Demand,Central,Central,1538952,megawatthours
2025-06-21,CAL,California,D,Demand,Central,Central,697066,megawatthours
2025-06-21,CAR,Carolinas,D,Demand,Central,Central,713563,megawatthours
2025-06-21,FLA,Florida,D,Demand,Central,Central,864360,megawatthours
2025-06-21,NY,New York,D,Demand,Central,Central,455974,megawatthours
2025-06-21,TEN,Tennessee,D,Demand,Central,Central,535063,megawatthours
2025-06-21,TEX,Texas,D,Demand,Central,Central,1552217,megawatthours
2025-06-20,CAL,California,D,Demand,Central,Central,773468,megawatthours
2025-06-20,CAR,Carolinas,D,Demand,Central,Central,721940,megawatthours
2025-06-20,FLA,Florida,D,Demand,Central,Central,859759,megawatthours
2025-06-20,NY,New York,D,Demand,Central,Central,444693,megawatthours
2025-06-20,TEN,Tennessee,D,Demand,Central,Central,516911,megawatthours
2025-06-20,TEX,Texas,D,Demand,Central,Central,1609959,megawatthours
2025-06-19,CAL,California,D,Demand,Central,Central,831275,megawatthours
2025-06-19,CAR,Carolinas,D,Demand,Central,Central,774664,megawatthours
2025-06-19,FLA,Florida,D,Demand,Central,Central,890246,megawatthours
2025-06-19,NY,New York,D,Demand,Central,Central,486271,megawatthours
2025-06-19,TEN,Tennessee,D,Demand,Central,Central,486147,megawatthours
2025-06-19,TEX,Texas,D,Demand,Central,Central,1594402,megawatthours
2025-06-18,CAL,California,D,Demand,Central,Central,886201,megawatthours
2025-06-18,CAR,Carolinas,D,Demand,Central,Central,773218,megawatthours
2025-06-18,FLA,Florida,D,Demand,Central,Central,926894,megawatthours
2025-06-18,NY,New York,D,Demand,Central,Central,444124,megawatthours
2025-06-18,TEN,Tennessee,D,Demand,Central,Central,517044,megawatthours
2025-06-18,TEX,Texas,D,Demand,Central,Central,1577424,megawatthours
2025-06-17,CAL,California,D,Demand,Central,Central,865262,megawatthours
2025-06-17,CAR,Carolinas,D,Demand,Central,Central,775578,megawatthours
2025-06-17,FLA,Florida,D,Demand,Central,Central,922399,megawatthours
2025-06-17,NY,New York,D,Demand,Central,Central,403747,megawatthours
2025-06-17,TEN,Tennessee,D,Demand,Central,Central,499928,megawatthours
2025-06-17,TEX,Texas,D,Demand,Central,Central,1556901,megawatthours
2025-06-16,CAL,California,D,Demand,Central,Central,832224,megawatthours
2025-06-16,CAR,Carolinas,D,Demand,Central,Central,740140,megawatthours
2025-06-16,FLA,Florida,D,Demand,Central,Central,909096,megawatthours
2025-06-16,NY,New York,D,Demand,Central,Central,385790,megawatthours
2025-06-16,TEN,Tennessee,D,Demand,Central,Central,518163,megawatthours
2025-06-16,TEX,Texas,D,Demand,Central,Central,1479755,megawatthours
2025-06-15,CAL,California,D,Demand,Central,Central,751903,megawatthours
2025-06-15,CAR,Carolinas,D,Demand,Central,Central,678717,megawatthours
2025-06-15,FLA,Florida,D,Demand,Central,Central,872454,megawatthours
2025-06-15,NY,New York,D,Demand,Central,Central,346026,megawatthours
2025-06-15,TEN,Tennessee,D,Demand,Central,Central,477530,megawatthours
2025-06-15,TEX,Texas,D,Demand,Central,Central,1407728,megawatthours
2025-06-14,CAL,California,D,Demand,Central,Central,744161,megawatthours
2025-06-14,CAR,Carolinas,D,Demand,Central,Central,679293,megawatthours
2025-06-14,FLA,Florida,D,Demand,Central,Central,890456,megawatthours
2025-06-14,NY,New York,D,Demand,Central,Central,359601,megawatthours
2025-06-14,TEN,Tennessee,D,Demand,Central,Central,459748,megawatthours
2025-06-14,TEX,Texas,D,Demand,Central,Central,1494536,megawatthours
2025-06-13,CAL,California,D,Demand,Central,Central,783267,megawatthours
2025-06-13,CAR,Carolinas,D,Demand,Central,Central,693520,megawatthours
2025-06-13,FLA,Florida,D,Demand,Central,Central,894987,megawatthours
2025-06-13,NY,New York,D,Demand,Central,Central,408766,megawatthours
2025-06-13,TEN,Tennessee,D,Demand,Central,Central,486223,megawatthours
2025-06-13,TEX,Texas,D,Demand,Central,Central,1466280,megawatthours
2025-06-12,CAL,California,D,Demand,Central,Central,791266,megawatthours
2025-06-12,CAR,Carolinas,D,Demand,Central,Central,712710,megawatthours
2025-06-12,FLA,Florida,D,Demand,Central,Central,863269,megawatthours
2025-06-12,NY,New York,D,Demand,Central,Central,443553,megawatthours
2025-06-12,TEN,Tennessee,D,Demand,Central,Central,499873,megawatthours
2025-06-12,TEX,Texas,D,Demand,Central,Central,1326795,megawatthours
2025-06-11,CAL,California,D,Demand,Central,Central,799035,megawatthours
2025-06-11,CAR,Carolinas,D,Demand,Central,Central,700864,megawatthours
2025-06-11,FLA,Florida,D,Demand,Central,Central,861163,megawatthours
2025-06-11,NY,New York,D,Demand,Central,Central,410009,megawatthours
2025-06-11,TEN,Tennessee,D,Demand,Central,Central,482240,megawatthours
2025-06-11,TEX,Texas,D,Demand,Central,Central,1349409,megawatthours
2025-06-10,CAL,California,D,Demand,Central,Central,806411,megawatthours
2025-06-10,CAR,Carolinas,D,Demand,Central,Central,671294,megawatthours
2025-06-10,FLA,Florida,D,Demand,Central,Central,885283,megawatthours
2025-06-10,NY,New York,D,Demand,Central,Central,392090,megawatthours
2025-06-10,TEN,Tennessee,D,Demand,Central,Central,471323,megawatthours
2025-06-10,TEX,Texas,D,Demand,Central,Central,1446184,megawatthours
2025-06-09,CAL,California,D,Demand,Central,Central,790279,megawatthours
2025-06-09,CAR,Carolinas,D,Demand,Central,Central,706337,megawatthours
2025-06-09,FLA,Florida,D,Demand,Central,Central,917609,megawatthours
2025-06-09,NY,New York,D,Demand,Central,Central,393575,megawatthours
2025-06-09,TEN,Tennessee,D,Demand,Central,Central,458713,megawatthours
2025-06-09,TEX,Texas,D,Demand,Central,Central,1512008,megawatthours
2025-06-08,CAL,California,D,Demand,Central,Central,719498,megawatthours
2025-06-08,CAR,Carolinas,D,Demand,Central,Central,653688,megawatthours
2025-06-08,FLA,Florida,D,Demand,Central,Central,892115,megawatthours
2025-06-08,NY,New York,D,Demand,Central,Central,371920,megawatthours
2025-06-08,TEN,Tennessee,D,Demand,Central,Central,463279,megawatthours
2025-06-08,TEX,Texas,D,Demand,Central,Central,1542814,megawatthours
2025-06-07,CAL,California,D,Demand,Central,Central,740011,megawatthours
2025-06-07,CAR,Carolinas,D,Demand,Central,Central,697182,megawatthours
2025-06-07,FLA,Florida,D,Demand,Central,Central,890068,megawatthours
2025-06-07,NY,New York,D,Demand,Central,Central,406052,megawatthours
2025-06-07,TEN,Tennessee,D,Demand,Central,Central,453806,megawatthours
2025-06-07,TEX,Texas,D,Demand,Central,Central,1540018,megawatthours
2025-06-06,CAL,California,D,Demand,Central,Central,787660,megawatthours
2025-06-06,CAR,Carolinas,D,Demand,Central,Central,695316,megawatthours
2025-06-06,FLA,Florida,D,Demand,Central,Central,887178,megawatthours
2025-06-06,NY,New York,D,Demand,Central,Central,458861,megawatthours
2025-06-06,TEN,Tennessee,D,Demand,Central,Central,504884,megawatthours
2025-06-06,TEX,Texas,D,Demand,Central,Central,1558028,megawatthours
2025-06-05,CAL,California,D,Demand,Central,Central,789473,megawatthours
2025-06-05,CAR,Carolinas,D,Demand,Central,Central,616705,megawatthours
2025-06-05,FLA,Florida,D,Demand,Central,Central,823558,megawatthours
2025-06-05,NY,New York,D,Demand,Central,Central,451969,megawatthours
2025-06-05,TEN,Tennessee,D,Demand,Central,Central,504294,megawatthours
2025-06-05,TEX,Texas,D,Demand,Central,Central,1488771,megawatthours
2025-06-04,CAL,California,D,Demand,Central,Central,794341,megawatthours
2025-06-04,CAR,Carolinas,D,Demand,Central,Central,622894,megawatthours
2025-06-04,FLA,Florida,D,Demand,Central,Central,727632,megawatthours
2025-06-04,NY,New York,D,Demand,Central,Central,400129,megawatthours
2025-06-04,TEN,Tennessee,D,Demand,Central,Central,503981,megawatthours
2025-06-04,TEX,Texas,D,Demand,Central,Central,1434459,megawatthours
2025-06-03,CAL,California,D,Demand,Central,Central,785469,megawatthours
2025-06-03,CAR,Carolinas,D,Demand,Central,Central,618360,megawatthours
2025-06-03,FLA,Florida,D,Demand,Central,Central,719972,megawatthours
2025-06-03,NY,New York,D,Demand,Central,Central,362317,megawatthours
2025-06-03,TEN,Tennessee,D,Demand,Central,Central,496186,megawatthours
2025-06-03,TEX,Texas,D,Demand,Central,Central,1505889,megawatthours
2025-06-02,CAL,California,D,Demand,Central,Central,783788,megawatthours
2025-06-02,CAR,Carolinas,D,Demand,Central,Central,582506,megawatthours
2025-06-02,FLA,Florida,D,Demand,Central,Central,747584,megawatthours
2025-06-02,NY,New York,D,Demand,Central,Central,340450,megawatthours
2025-06-02,TEN,Tennessee,D,Demand,Central,Central,472209,megawatthours
2025-06-02,TEX,Texas,D,Demand,Central,Central,1510121,megawatthours
2025-06-01,CAL,California,D,Demand,Central,Central,781063,megawatthours
2025-06-01,CAR,Carolinas,D,Demand,Central,Central,532927,megawatthours
2025-06-01,FLA,Florida,D,Demand,Central,Central,753797,megawatthours
2025-06-01,NY,New York,D,Demand,Central,Central,321012,megawatthours
2025-06-01,TEN,Tennessee,D,Demand,Central,Central,408081,megawatthours
2025-06-01,TEX,Texas,D,Demand,Central,Central,1396345,megawatthours
2025-05-31,CAL,California,D,Demand,Central,Central,855055,megawatthours
2025-05-31,CAR,Carolinas,D,Demand,Central,Central,514683,megawatthours
2025-05-31,FLA,Florida,D,Demand,Central,Central,769404,megawatthours
2025-05-31,NY,New York,D,Demand,Central,Central,346614,megawatthours
2025-05-31,TEN,Tennessee,D,Demand,Central,Central,391339,megawatthours
2025-05-31,TEX,Texas,D,Demand,Central,Central,1339133,megawatthours
2025-05-30,CAL,California,D,Demand,Central,Central,849571,megawatthours
2025-05-30,CAR,Carolinas,D,Demand,Central,Central,574344,megawatthours
2025-05-30,FLA,Florida,D,Demand,Central,Central,872830,megawatthours
2025-05-30,NY,New York,D,Demand,Central,Central,365159,megawatthours
2025-05-30,TEN,Tennessee,D,Demand,Central,Central,414738,megawatthours
2025-05-30,TEX,Texas,D,Demand,Central,Central,1320531,megawatthours
2025-05-29,CAL,California,D,Demand,Central,Central,763699,megawatthours
2025-05-29,CAR,Carolinas,D,Demand,Central,Central,596839,megawatthours
2025-05-29,FLA,Florida,D,Demand,Central,Central,895889,megawatthours
2025-05-29,NY,New York,D,Demand,Central,Central,364267,megawatthours
2025-05-29,TEN,Tennessee,D,Demand,Central,Central,435106,megawatthours
2025-05-29,TEX,Texas,D,Demand,Central,Central,1387867,megawatthours
2025-05-28,CAL,California,D,Demand,Central,Central,750624,megawatthours
2025-05-28,CAR,Carolinas,D,Demand,Central,Central,563272,megawatthours
2025-05-28,FLA,Florida,D,Demand,Central,Central,904597,megawatthours
2025-05-28,NY,New York,D,Demand,Central,Central,359003,megawatthours
2025-05-28,TEN,Tennessee,D,Demand,Central,Central,432960,megawatthours
2025-05-28,TEX,Texas,D,Demand,Central,Central,1311095,megawatthours
2025-05-27,CAL,California,D,Demand,Central,Central,720223,megawatthours
2025-05-27,CAR,Carolinas,D,Demand,Central,Central,518248,megawatthours
2025-05-27,FLA,Florida,D,Demand,Central,Central,912597,megawatthours
2025-05-27,NY,New York,D,Demand,Central,Central,353755,megawatthours
2025-05-27,TEN,Tennessee,D,Demand,Central,Central,404133,megawatthours
2025-05-27,TEX,Texas,D,Demand,Central,Central,1346311,megawatthours
2025-05-26,CAL,California,D,Demand,Central,Central,659144,megawatthours
2025-05-26,CAR,Carolinas,D,Demand,Central,Central,506544,megawatthours
2025-05-26,FLA,Florida,D,Demand,Central,Central,879756,megawatthours
2025-05-26,NY,New York,D,Demand,Central,Central,315200,megawatthours
2025-05-26,TEN,Tennessee,D,Demand,Central,Central,368475,megawatthours
2025-05-26,TEX,Texas,D,Demand,Central,Central,1344864,megawatthours
2025-05-25,CAL,California,D,Demand,Central,Central,641799,megawatthours
2025-05-25,CAR,Carolinas,D,Demand,Central,Central,497213,megawatthours
2025-05-25,FLA,Florida,D,Demand,Central,Central,837553,megawatthours
2025-05-25,NY,New York,D,Demand,Central,Central,317665,megawatthours
2025-05-25,TEN,Tennessee,D,Demand,Central,Central,373646,megawatthours
2025-05-25,TEX,Texas,D,Demand,Central,Central,1512448,megawatthours
2025-05-24,CAL,California,D,Demand,Central,Central,676610,megawatthours
2025-05-24,CAR,Carolinas,D,Demand,Central,Central,500778,megawatthours
2025-05-24,FLA,Florida,D,Demand,Central,Central,856620,megawatthours
2025-05-24,NY,New York,D,Demand,Central,Central,329979,megawatthours
2025-05-24,TEN,Tennessee,D,Demand,Central,Central,359808,megawatthours
2025-05-24,TEX,Texas,D,Demand,Central,Central,1520807,megawatthours
2025-05-23,CAL,California,D,Demand,Central,Central,736464,megawatthours
2025-05-23,CAR,Carolinas,D,Demand,Central,Central,550983,megawatthours
2025-05-23,FLA,Florida,D,Demand,Central,Central,854345,megawatthours
2025-05-23,NY,New York,D,Demand,Central,Central,365001,megawatthours
2025-05-23,TEN,Tennessee,D,Demand,Central,Central,402304,megawatthours
2025-05-23,TEX,Texas,D,Demand,Central,Central,1511983,megawatthours
2025-05-22,CAL,California,D,Demand,Central,Central,779017,megawatthours
2025-05-22,CAR,Carolinas,D,Demand,Central,Central,597213,megawatthours
2025-05-22,FLA,Florida,D,Demand,Central,Central,860728,megawatthours
2025-05-22,NY,New York,D,Demand,Central,Central,374612,megawatthours
2025-05-22,TEN,Tennessee,D,Demand,Central,Central,426819,megawatthours
2025-05-22,TEX,Texas,D,Demand,Central,Central,1478856,megawatthours
2025-05-21,CAL,California,D,Demand,Central,Central,794776,megawatthours
2025-05-21,CAR,Carolinas,D,Demand,Central,Central,672510,megawatthours
2025-05-21,FLA,Florida,D,Demand,Central,Central,911621,megawatthours
2025-05-21,NY,New York,D,Demand,Central,Central,370244,megawatthours
2025-05-21,TEN,Tennessee,D,Demand,Central,Central,444560,megawatthours
2025-05-21,TEX,Texas,D,Demand,Central,Central,1382622,megawatthours
2025-05-20,CAL,California,D,Demand,Central,Central,778873,megawatthours
2025-05-20,CAR,Carolinas,D,Demand,Central,Central,643468,megawatthours
2025-05-20,FLA,Florida,D,Demand,Central,Central,913086,megawatthours
2025-05-20,NY,New York,D,Demand,Central,Central,345178,megawatthours
2025-05-20,TEN,Tennessee,D,Demand,Central,Central,473462,megawatthours
2025-05-20,TEX,Texas,D,Demand,Central,Central,1437151,megawatthours
2025-05-19,CAL,California,D,Demand,Central,Central,722748,megawatthours
2025-05-19,CAR,Carolinas,D,Demand,Central,Central,622171,megawatthours
2025-05-19,FLA,Florida,D,Demand,Central,Central,899277,megawatthours
2025-05-19,NY,New York,D,Demand,Central,Central,352838,megawatthours
2025-05-19,TEN,Tennessee,D,Demand,Central,Central,475220,megawatthours
2025-05-19,TEX,Texas,D,Demand,Central,Central,1467257,megawatthours
2025-05-18,CAL,California,D,Demand,Central,Central,626123,megawatthours
2025-05-18,CAR,Carolinas,D,Demand,Central,Central,605099,megawatthours
2025-05-18,FLA,Florida,D,Demand,Central,Central,863180,megawatthours
2025-05-18,NY,New York,D,Demand,Central,Central,351351,megawatthours
2025-05-18,TEN,Tennessee,D,Demand,Central,Central,431633,megawatthours
2025-05-18,TEX,Texas,D,Demand,Central,Central,1419442,megawatthours
2025-05-17,CAL,California,D,Demand,Central,Central,664131,megawatthours
2025-05-17,CAR,Carolinas,D,Demand,Central,Central,632669,megawatthours
2025-05-17,FLA,Florida,D,Demand,Central,Central,847563,megawatthours
2025-05-17,NY,New York,D,Demand,Central,Central,370805,megawatthours
2025-05-17,TEN,Tennessee,D,Demand,Central,Central,447127,megawatthours
2025-05-17,TEX,Texas,D,Demand,Central,Central,1451373,megawatthours
2025-05-16,CAL,California,D,Demand,Central,Central,724398,megawatthours
2025-05-16,CAR,Carolinas,D,Demand,Central,Central,677655,megawatthours
2025-05-16,FLA,Florida,D,Demand,Central,Central,848471,megawatthours
2025-05-16,NY,New York,D,Demand,Central,Central,381793,megawatthours
2025-05-16,TEN,Tennessee,D,Demand,Central,Central,480115,megawatthours
2025-05-16,TEX,Texas,D,Demand,Central,Central,1470392,megawatthours
2025-05-15,CAL,California,D,Demand,Central,Central,712913,megawatthours
2025-05-15,CAR,Carolinas,D,Demand,Central,Central,648523,megawatthours
2025-05-15,FLA,Florida,D,Demand,Central,Central,819986,megawatthours
2025-05-15,NY,New York,D,Demand,Central,Central,379193,megawatthours
2025-05-15,TEN,Tennessee,D,Demand,Central,Central,472209,megawatthours
2025-05-15,TEX,Texas,D,Demand,Central,Central,1464920,megawatthours
2025-05-14,CAL,California,D,Demand,Central,Central,692594,megawatthours
2025-05-14,CAR,Carolinas,D,Demand,Central,Central,591237,megawatthours
2025-05-14,FLA,Florida,D,Demand,Central,Central,765408,megawatthours
2025-05-14,NY,New York,D,Demand,Central,Central,374726,megawatthours
2025-05-14,TEN,Tennessee,D,Demand,Central,Central,443650,megawatthours
2025-05-14,TEX,Texas,D,Demand,Central,Central,1482292,megawatthours
2025-05-13,CAL,California,D,Demand,Central,Central,693967,megawatthours
2025-05-13,CAR,Carolinas,D,Demand,Central,Central,586650,megawatthours
2025-05-13,FLA,Florida,D,Demand,Central,Central,733540,megawatthours
2025-05-13,NY,New York,D,Demand,Central,Central,371507,megawatthours
2025-05-13,TEN,Tennessee,D,Demand,Central,Central,411041,megawatthours
2025-05-13,TEX,Texas,D,Demand,Central,Central,1395742,megawatthours
2025-05-12,CAL,California,D,Demand,Central,Central,713113,megawatthours
2025-05-12,CAR,Carolinas,D,Demand,Central,Central,541121,megawatthours
2025-05-12,FLA,Florida,D,Demand,Central,Central,695991,megawatthours
2025-05-12,NY,New York,D,Demand,Central,Central,350669,megawatthours
2025-05-12,TEN,Tennessee,D,Demand,Central,Central,410185,megawatthours
2025-05-12,TEX,Texas,D,Demand,Central,Central,1242959,megawatthours
2025-05-11,CAL,California,D,Demand,Central,Central,707539,megawatthours
2025-05-11,CAR,Carolinas,D,Demand,Central,Central,476757,megawatthours
2025-05-11,FLA,Florida,D,Demand,Central,Central,718476,megawatthours
2025-05-11,NY,New York,D,Demand,Central,Central,314206,megawatthours
2025-05-11,TEN,Tennessee,D,Demand,Central,Central,375071,megawatthours
2025-05-11,TEX,Texas,D,Demand,Central,Central,1112412,megawatthours
2025-05-10,CAL,California,D,Demand,Central,Central,776024,megawatthours
2025-05-10,CAR,Carolinas,D,Demand,Central,Central,474573,megawatthours
2025-05-10,FLA,Florida,D,Demand,Central,Central,736142,megawatthours
2025-05-10,NY,New York,D,Demand,Central,Central,319123,megawatthours
2025-05-10,TEN,Tennessee,D,Demand,Central,Central,354021,megawatthours
2025-05-10,TEX,Texas,D,Demand,Central,Central,1146976,megawatthours
2025-05-09,CAL,California,D,Demand,Central,Central,780275,megawatthours
2025-05-09,CAR,Carolinas,D,Demand,Central,Central,566562,megawatthours
2025-05-09,FLA,Florida,D,Demand,Central,Central,803408,megawatthours
2025-05-09,NY,New York,D,Demand,Central,Central,372064,megawatthours
2025-05-09,TEN,Tennessee,D,Demand,Central,Central,391744,megawatthours
2025-05-09,TEX,Texas,D,Demand,Central,Central,1188992,megawatthours
2025-05-08,CAL,California,D,Demand,Central,Central,713145,megawatthours
2025-05-08,CAR,Carolinas,D,Demand,Central,Central,578525,megawatthours
2025-05-08,FLA,Florida,D,Demand,Central,Central,812687,megawatthours
2025-05-08,NY,New York,D,Demand,Central,Central,369180,megawatthours
2025-05-08,TEN,Tennessee,D,Demand,Central,Central,412271,megawatthours
2025-05-08,TEX,Texas,D,Demand,Central,Central,1216837,megawatthours
2025-05-07,CAL,California,D,Demand,Central,Central,690352,megawatthours
2025-05-07,CAR,Carolinas,D,Demand,Central,Central,534584,megawatthours
2025-05-07,FLA,Florida,D,Demand,Central,Central,805752,megawatthours
2025-05-07,NY,New York,D,Demand,Central,Central,357467,megawatthours
2025-05-07,TEN,Tennessee,D,Demand,Central,Central,387776,megawatthours
2025-05-07,TEX,Texas,D,Demand,Central,Central,1221006,megawatthours
2025-05-06,CAL,California,D,Demand,Central,Central,701953,megawatthours
2025-05-06,CAR,Carolinas,D,Demand,Central,Central,541690,megawatthours
2025-05-06,FLA,Florida,D,Demand,Central,Central,781091,megawatthours
2025-05-06,NY,New York,D,Demand,Central,Central,362853,megawatthours
2025-05-06,TEN,Tennessee,D,Demand,Central,Central,396064,megawatthours
2025-05-06,TEX,Texas,D,Demand,Central,Central,1182776,megawatthours
2025-05-05,CAL,California,D,Demand,Central,Central,687232,megawatthours
2025-05-05,CAR,Carolinas,D,Demand,Central,Central,540032,megawatthours
2025-05-05,FLA,Florida,D,Demand,Central,Central,739486,megawatthours
2025-05-05,NY,New York,D,Demand,Central,Central,372733,megawatthours
2025-05-05,TEN,Tennessee,D,Demand,Central,Central,378614,megawatthours
2025-05-05,TEX,Texas,D,Demand,Central,Central,1151822,megawatthours
2025-05-04,CAL,California,D,Demand,Central,Central,615246,megawatthours
2025-05-04,CAR,Carolinas,D,Demand,Central,Central,511697,megawatthours
2025-05-04,FLA,Florida,D,Demand,Central,Central,697041,megawatthours
2025-05-04,NY,New York,D,Demand,Central,Central,350673,megawatthours
2025-05-04,TEN,Tennessee,D,Demand,Central,Central,349331,megawatthours
2025-05-04,TEX,Texas,D,Demand,Central,Central,1112078,megawatthours
2025-05-03,CAL,California,D,Demand,Central,Central,654054,megawatthours
2025-05-03,CAR,Carolinas,D,Demand,Central,Central,541167,megawatthours
2025-05-03,FLA,Florida,D,Demand,Central,Central,716892,megawatthours
2025-05-03,NY,New York,D,Demand,Central,Central,359184,megawatthours
2025-05-03,TEN,Tennessee,D,Demand,Central,Central,357981,megawatthours
2025-05-03,TEX,Texas,D,Demand,Central,Central,1105959,megawatthours
2025-05-02,CAL,California,D,Demand,Central,Central,693166,megawatthours
2025-05-02,CAR,Carolinas,D,Demand,Central,Central,605712,megawatthours
2025-05-02,FLA,Florida,D,Demand,Central,Central,724138,megawatthours
2025-05-02,NY,New York,D,Demand,Central,Central,365077,megawatthours
