period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2024-01-07,NY,New York,D,Demand,Central,Central,417609,megawatthours
2024-01-07,TEN,Tennessee,D,Demand,Central,Central,464639,megawatthours
2024-01-07,TEX,Texas,D,Demand,Central,Central,1125972,megawatthours
2024-01-06,CAL,California,D,Demand,Central,Central,679808,megawatthours
2024-01-06,CAR,Carolinas,D,Demand,Central,Central,631607,megawatthours
2024-01-06,FLA,Florida,D,Demand,Central,Central,558703,megawatthours
2024-01-06,NY,New York,D,Demand,Central,Central,425927,megawatthours
2024-01-06,TEN,Tennessee,D,Demand,Central,Central,456198,megawatthours
2024-01-06,TEX,Texas,D,Demand,Central,Central,1129944,megawatthours
2024-01-05,CAL,California,D,Demand,Central,Central,699671,megawatthours
2024-01-05,CAR,Carolinas,D,Demand,Central,Central,751825,megawatthours
2024-01-05,FLA,Florida,D,Demand,Central,Central,603006,megawatthours
2024-01-05,NY,New York,D,Demand,Central,Central,443267,megawatthours
2024-01-05,TEN,Tennessee,D,Demand,Central,Central,538532,megawatthours
2024-01-05,TEX,Texas,D,Demand,Central,Central,1125128,megawatthours
2024-01-04,CAL,California,D,Demand,Central,Central,706401,megawatthours
2024-01-04,CAR,Carolinas,D,Demand,Central,Central,697745,megawatthours
2024-01-04,FLA,Florida,D,Demand,Central,Central,596037,megawatthours
2024-01-04,NY,New York,D,Demand,Central,Central,431451,megawatthours
2024-01-04,TEN,Tennessee,D,Demand,Central,Central,539751,megawatthours
2024-01-04,TEX,Texas,D,Demand,Central,Central,1166909,megawatthours
2024-01-03,CAL,California,D,Demand,Central,Central,702108,megawatthours
2024-01-03,CAR,Carolinas,D,Demand,Central,Central,730935,megawatthours
2024-01-03,FLA,Florida,D,Demand,Central,Central,624901,megawatthours
2024-01-03,NY,New York,D,Demand,Central,Central,427523,megawatthours
2024-01-03,TEN,Tennessee,D,Demand,Central,Central,548227,megawatthours
2024-01-03,TEX,Texas,D,Demand,Central,Central,1169470,megawatthours
2024-01-02,CAL,California,D,Demand,Central,Central,688362,megawatthours
2024-01-02,CAR,Carolinas,D,Demand,Central,Central,710116,megawatthours
2024-01-02,FLA,Florida,D,Demand,Central,Central,597340,megawatthours
2024-01-02,NY,New York,D,Demand,Central,Central,423887,megawatthours
2024-01-02,TEN,Tennessee,D,Demand,Central,Central,499409,megawatthours
2024-01-02,TEX,Texas,D,Demand,Central,Central,1217193,megawatthours
2024-01-01,CAL,California,D,Demand,Central,Central,625654,megawatthours
2024-01-01,CAR,Carolinas,D,Demand,Central,Central,622888,megawatthours
2024-01-01,FLA,Florida,D,Demand,Central,Central,525091,megawatthours
2024-01-01,NY,New York,D,Demand,Central,Central,387832,megawatthours
2024-01-01,TEN,Tennessee,D,Demand,Central,Central,468541,megawatthours
2024-01-01,TEX,Texas,D,Demand,Central,Central,1088462,megawatthours
2023-12-31,CAL,California,D,Demand,Central,Central,655903,megawatthours
2023-12-31,CAR,Carolinas,D,Demand,Central,Central,647829,megawatthours
2023-12-31,FLA,Florida,D,Demand,Central,Central,606418,megawatthours
2023-12-31,NY,New York,D,Demand,Central,Central,390149,megawatthours
2023-12-31,TEN,Tennessee,D,Demand,Central,Central,440896,megawatthours
2023-12-31,TEX,Texas,D,Demand,Central,Central,1057652,megawatthours
2023-12-30,CAL,California,D,Demand,Central,Central,659312,megawatthours
2023-12-30,CAR,Carolinas,D,Demand,Central,Central,652621,megawatthours
2023-12-30,FLA,Florida,D,Demand,Central,Central,611514,megawatthours
2023-12-30,NY,New York,D,Demand,Central,Central,383028,megawatthours
2023-12-30,TEN,Tennessee,D,Demand,Central,Central,468882,megawatthours
2023-12-30,TEX,Texas,D,Demand,Central,Central,1117966,megawatthours
2023-12-29,CAL,California,D,Demand,Central,Central,679768,megawatthours
2023-12-29,CAR,Carolinas,D,Demand,Central,Central,637457,megawatthours
2023-12-29,FLA,Florida,D,Demand,Central,Central,589407,megawatthours
2023-12-29,NY,New York,D,Demand,Central,Central,384403,megawatthours
2023-12-29,TEN,Tennessee,D,Demand,Central,Central,478472,megawatthours
2023-12-29,TEX,Texas,D,Demand,Central,Central,1180282,megawatthours
2023-12-28,CAL,California,D,Demand,Central,Central,690403,megawatthours
2023-12-28,CAR,Carolinas,D,Demand,Central,Central,549982,megawatthours
2023-12-28,FLA,Florida,D,Demand,Central,Central,561293,megawatthours
2023-12-28,NY,New York,D,Demand,Central,Central,389734,megawatthours
2023-12-28,TEN,Tennessee,D,Demand,Central,Central,456182,megawatthours
2023-12-28,TEX,Texas,D,Demand,Central,Central,1162867,megawatthours
2023-12-27,CAL,California,D,Demand,Central,Central,699381,megawatthours
2023-12-27,CAR,Carolinas,D,Demand,Central,Central,506899,megawatthours
2023-12-27,FLA,Florida,D,Demand,Central,Central,560417,megawatthours
2023-12-27,NY,New York,D,Demand,Central,Central,394011,megawatthours
2023-12-27,TEN,Tennessee,D,Demand,Central,Central,422655,megawatthours
2023-12-27,TEX,Texas,D,Demand,Central,Central,1133152,megawatthours
2023-12-26,CAL,California,D,Demand,Central,Central,676623,megawatthours
2023-12-26,CAR,Carolinas,D,Demand,Central,Central,495696,megawatthours
2023-12-26,FLA,Florida,D,Demand,Central,Central,576058,megawatthours
2023-12-26,NY,New York,D,Demand,Central,Central,391368,megawatthours
2023-12-26,TEN,Tennessee,D,Demand,Central,Central,372838,megawatthours
2023-12-26,TEX,Texas,D,Demand,Central,Central,1131253,megawatthours
2023-12-25,CAL,California,D,Demand,Central,Central,631902,megawatthours
2023-12-25,CAR,Carolinas,D,Demand,Central,Central,488643,megawatthours
2023-12-25,FLA,Florida,D,Demand,Central,Central,547836,megawatthours
2023-12-25,NY,New York,D,Demand,Central,Central,360245,megawatthours
2023-12-25,TEN,Tennessee,D,Demand,Central,Central,331569,megawatthours
2023-12-25,TEX,Texas,D,Demand,Central,Central,1036086,megawatthours
2023-12-24,CAL,California,D,Demand,Central,Central,647955,megawatthours
2023-12-24,CAR,Carolinas,D,Demand,Central,Central,532524,megawatthours
2023-12-24,FLA,Florida,D,Demand,Central,Central,552099,megawatthours
2023-12-24,NY,New York,D,Demand,Central,Central,384101,megawatthours
2023-12-24,TEN,Tennessee,D,Demand,Central,Central,357378,megawatthours
2023-12-24,TEX,Texas,D,Demand,Central,Central,987066,megawatthours
2023-12-23,CAL,California,D,Demand,Central,Central,656681,megawatthours
2023-12-23,CAR,Carolinas,D,Demand,Central,Central,585797,megawatthours
2023-12-23,FLA,Florida,D,Demand,Central,Central,551024,megawatthours
2023-12-23,NY,New York,D,Demand,Central,Central,410381,megawatthours
2023-12-23,TEN,Tennessee,D,Demand,Central,Central,395174,megawatthours
2023-12-23,TEX,Texas,D,Demand,Central,Central,1004732,megawatthours
2023-12-22,CAL,California,D,Demand,Central,Central,697732,megawatthours
2023-12-22,CAR,Carolinas,D,Demand,Central,Central,660156,megawatthours
2023-12-22,FLA,Florida,D,Demand,Central,Central,569868,megawatthours
2023-12-22,NY,New York,D,Demand,Central,Central,435781,megawatthours
2023-12-22,TEN,Tennessee,D,Demand,Central,Central,445036,megawatthours
2023-12-22,TEX,Texas,D,Demand,Central,Central,1023205,megawatthours
2023-12-21,CAL,California,D,Demand,Central,Central,718743,megawatthours
2023-12-21,CAR,Carolinas,D,Demand,Central,Central,727404,megawatthours
2023-12-21,FLA,Florida,D,Demand,Central,Central,587436,megawatthours
2023-12-21,NY,New York,D,Demand,Central,Central,430666,megawatthours
2023-12-21,TEN,Tennessee,D,Demand,Central,Central,495551,megawatthours
2023-12-21,TEX,Texas,D,Demand,Central,Central,1048559,megawatthours
2023-12-20,CAL,California,D,Demand,Central,Central,731668,megawatthours
2023-12-20,CAR,Carolinas,D,Demand,Central,Central,775925,megawatthours
2023-12-20,FLA,Florida,D,Demand,Central,Central,627747,megawatthours
2023-12-20,NY,New York,D,Demand,Central,Central,434818,megawatthours
2023-12-20,TEN,Tennessee,D,Demand,Central,Central,525785,megawatthours
2023-12-20,TEX,Texas,D,Demand,Central,Central,1081200,megawatthours
2023-12-19,CAL,California,D,Demand,Central,Central,727011,megawatthours
2023-12-19,CAR,Carolinas,D,Demand,Central,Central,741533,megawatthours
2023-12-19,FLA,Florida,D,Demand,Central,Central,616238,megawatthours
2023-12-19,NY,New York,D,Demand,Central,Central,429259,megawatthours
2023-12-19,TEN,Tennessee,D,Demand,Central,Central,545313,megawatthours
2023-12-19,TEX,Texas,D,Demand,Central,Central,1132023,megawatthours
2023-12-18,CAL,California,D,Demand,Central,Central,732302,megawatthours
2023-12-18,CAR,Carolinas,D,Demand,Central,Central,596420,megawatthours
2023-12-18,FLA,Florida,D,Demand,Central,Central,564108,megawatthours
2023-12-18,NY,New York,D,Demand,Central,Central,404847,megawatthours
2023-12-18,TEN,Tennessee,D,Demand,Central,Central,482099,megawatthours
2023-12-18,TEX,Texas,D,Demand,Central,Central,1098036,megawatthours
2023-12-17,CAL,California,D,Demand,Central,Central,681986,megawatthours
2023-12-17,CAR,Carolinas,D,Demand,Central,Central,572638,megawatthours
2023-12-17,FLA,Florida,D,Demand,Central,Central,564515,megawatthours
2023-12-17,NY,New York,D,Demand,Central,Central,380477,megawatthours
2023-12-17,TEN,Tennessee,D,Demand,Central,Central,402881,megawatthours
2023-12-17,TEX,Texas,D,Demand,Central,Central,1073183,megawatthours
2023-12-16,CAL,California,D,Demand,Central,Central,680717,megawatthours
2023-12-16,CAR,Carolinas,D,Demand,Central,Central,633290,megawatthours
2023-12-16,FLA,Florida,D,Demand,Central,Central,567500,megawatthours
2023-12-16,NY,New York,D,Demand,Central,Central,376257,megawatthours
2023-12-16,TEN,Tennessee,D,Demand,Central,Central,430389,megawatthours
2023-12-16,TEX,Texas,D,Demand,Central,Central,1057475,megawatthours
2023-12-15,CAL,California,D,Demand,Central,Central,728953,megawatthours
2023-12-15,CAR,Carolinas,D,Demand,Central,Central,699652,megawatthours
2023-12-15,FLA,Florida,D,Demand,Central,Central,567449,megawatthours
2023-12-15,NY,New York,D,Demand,Central,Central,405885,megawatthours
2023-12-15,TEN,Tennessee,D,Demand,Central,Central,459768,megawatthours
2023-12-15,TEX,Texas,D,Demand,Central,Central,1065945,megawatthours
2023-12-14,CAL,California,D,Demand,Central,Central,737043,megawatthours
2023-12-14,CAR,Carolinas,D,Demand,Central,Central,690269,megawatthours
2023-12-14,FLA,Florida,D,Demand,Central,Central,577850,megawatthours
2023-12-14,NY,New York,D,Demand,Central,Central,429552,megawatthours
2023-12-14,TEN,Tennessee,D,Demand,Central,Central,465004,megawatthours
2023-12-14,TEX,Texas,D,Demand,Central,Central,1088327,megawatthours
2023-12-13,CAL,California,D,Demand,Central,Central,733149,megawatthours
2023-12-13,CAR,Carolinas,D,Demand,Central,Central,701674,megawatthours
2023-12-13,FLA,Florida,D,Demand,Central,Central,592715,megawatthours
2023-12-13,NY,New York,D,Demand,Central,Central,422862,megawatthours
2023-12-13,TEN,Tennessee,D,Demand,Central,Central,479027,megawatthours
2023-12-13,TEX,Texas,D,Demand,Central,Central,1101184,megawatthours
2023-12-12,CAL,California,D,Demand,Central,Central,730206,megawatthours
2023-12-12,CAR,Carolinas,D,Demand,Central,Central,731636,megawatthours
2023-12-12,FLA,Florida,D,Demand,Central,Central,601718,megawatthours
2023-12-12,NY,New York,D,Demand,Central,Central,416574,megawatthours
2023-12-12,TEN,Tennessee,D,Demand,Central,Central,508313,megawatthours
2023-12-12,TEX,Texas,D,Demand,Central,Central,1109952,megawatthours
2023-12-11,CAL,California,D,Demand,Central,Central,723585,megawatthours
2023-12-11,CAR,Carolinas,D,Demand,Central,Central,646942,megawatthours
2023-12-11,FLA,Florida,D,Demand,Central,Central,580822,megawatthours
2023-12-11,NY,New York,D,Demand,Central,Central,420825,megawatthours
2023-12-11,TEN,Tennessee,D,Demand,Central,Central,509309,megawatthours
2023-12-11,TEX,Texas,D,Demand,Central,Central,1163238,megawatthours
2023-12-10,CAL,California,D,Demand,Central,Central,672391,megawatthours
2023-12-10,CAR,Carolinas,D,Demand,Central,Central,510058,megawatthours
2023-12-10,FLA,Florida,D,Demand,Central,Central,602233,megawatthours
2023-12-10,NY,New York,D,Demand,Central,Central,376303,megawatthours
2023-12-10,TEN,Tennessee,D,Demand,Central,Central,411971,megawatthours
2023-12-10,TEX,Texas,D,Demand,Central,Central,1083011,megawatthours
2023-12-09,CAL,California,D,Demand,Central,Central,662734,megawatthours
2023-12-09,CAR,Carolinas,D,Demand,Central,Central,539318,megawatthours
2023-12-09,FLA,Florida,D,Demand,Central,Central,589521,megawatthours
2023-12-09,NY,New York,D,Demand,Central,Central,373061,megawatthours
2023-12-09,TEN,Tennessee,D,Demand,Central,Central,372243,megawatthours
2023-12-09,TEX,Texas,D,Demand,Central,Central,1040818,megawatthours
2023-12-08,CAL,California,D,Demand,Central,Central,707613,megawatthours
2023-12-08,CAR,Carolinas,D,Demand,Central,Central,627367,megawatthours
2023-12-08,FLA,Florida,D,Demand,Central,Central,576755,megawatthours
2023-12-08,NY,New York,D,Demand,Central,Central,411300,megawatthours
2023-12-08,TEN,Tennessee,D,Demand,Central,Central,429917,megawatthours
2023-12-08,TEX,Texas,D,Demand,Central,Central,1056836,megawatthours
2023-12-07,CAL,California,D,Demand,Central,Central,706098,megawatthours
2023-12-07,CAR,Carolinas,D,Demand,Central,Central,691807,megawatthours
2023-12-07,FLA,Florida,D,Demand,Central,Central,593333,megawatthours
2023-12-07,NY,New York,D,Demand,Central,Central,441827,megawatthours
2023-12-07,TEN,Tennessee,D,Demand,Central,Central,481573,megawatthours
2023-12-07,TEX,Texas,D,Demand,Central,Central,1076727,megawatthours
2023-12-06,CAL,California,D,Demand,Central,Central,712819,megawatthours
2023-12-06,CAR,Carolinas,D,Demand,Central,Central,655174,megawatthours
2023-12-06,FLA,Florida,D,Demand,Central,Central,564546,megawatthours
2023-12-06,NY,New York,D,Demand,Central,Central,432575,megawatthours
2023-12-06,TEN,Tennessee,D,Demand,Central,Central,466852,megawatthours
2023-12-06,TEX,Texas,D,Demand,Central,Central,1067157,megawatthours
2023-12-05,CAL,California,D,Demand,Central,Central,698948,megawatthours
2023-12-05,CAR,Carolinas,D,Demand,Central,Central,603270,megawatthours
2023-12-05,FLA,Florida,D,Demand,Central,Central,583628,megawatthours
2023-12-05,NY,New York,D,Demand,Central,Central,421396,megawatthours
2023-12-05,TEN,Tennessee,D,Demand,Central,Central,452814,megawatthours
2023-12-05,TEX,Texas,D,Demand,Central,Central,1069493,megawatthours
2023-12-04,CAL,California,D,Demand,Central,Central,693042,megawatthours
2023-12-04,CAR,Carolinas,D,Demand,Central,Central,546814,megawatthours
2023-12-04,FLA,Florida,D,Demand,Central,Central,641483,megawatthours
2023-12-04,NY,New York,D,Demand,Central,Central,404631,megawatthours
2023-12-04,TEN,Tennessee,D,Demand,Central,Central,432946,megawatthours
2023-12-04,TEX,Texas,D,Demand,Central,Central,1055166,megawatthours
2023-12-03,CAL,California,D,Demand,Central,Central,646342,megawatthours
2023-12-03,CAR,Carolinas,D,Demand,Central,Central,494101,megawatthours
2023-12-03,FLA,Florida,D,Demand,Central,Central,660219,megawatthours
2023-12-03,NY,New York,D,Demand,Central,Central,381306,megawatthours
2023-12-03,TEN,Tennessee,D,Demand,Central,Central,371402,megawatthours
2023-12-03,TEX,Texas,D,Demand,Central,Central,1016070,megawatthours
2023-12-02,CAL,California,D,Demand,Central,Central,665127,megawatthours
2023-12-02,CAR,Carolinas,D,Demand,Central,Central,510730,megawatthours
2023-12-02,FLA,Florida,D,Demand,Central,Central,651145,megawatthours
2023-12-02,NY,New York,D,Demand,Central,Central,377910,megawatthours
2023-12-02,TEN,Tennessee,D,Demand,Central,Central,370955,megawatthours
2023-12-02,TEX,Texas,D,Demand,Central,Central,1028098,megawatthours
2023-12-01,CAL,California,D,Demand,Central,Central,713994,megawatthours
2023-12-01,CAR,Carolinas,D,Demand,Central,Central,608737,megawatthours
2023-12-01,FLA,Florida,D,Demand,Central,Central,619745,megawatthours
2023-12-01,NY,New York,D,Demand,Central,Central,410064,megawatthours
2023-12-01,TEN,Tennessee,D,Demand,Central,Central,416550,megawatthours
2023-12-01,TEX,Texas,D,Demand,Central,Central,1036469,megawatthours
2023-11-30,CAL,California,D,Demand,Central,Central,726561,megawatthours
2023-11-30,CAR,Carolinas,D,Demand,Central,Central,690574,megawatthours
2023-11-30,FLA,Florida,D,Demand,Central,Central,609732,megawatthours
2023-11-30,NY,New York,D,Demand,Central,Central,413440,megawatthours
2023-11-30,TEN,Tennessee,D,Demand,Central,Central,457278,megawatthours
2023-11-30,TEX,Texas,D,Demand,Central,Central,1052570,megawatthours
2023-11-29,CAL,California,D,Demand,Central,Central,724421,megawatthours
2023-11-29,CAR,Carolinas,D,Demand,Central,Central,754017,megawatthours
2023-11-29,FLA,Florida,D,Demand,Central,Central,620010,megawatthours
2023-11-29,NY,New York,D,Demand,Central,Central,441458,megawatthours
2023-11-29,TEN,Tennessee,D,Demand,Central,Central,512093,megawatthours
2023-11-29,TEX,Texas,D,Demand,Central,Central,1107087,megawatthours
2023-11-28,CAL,California,D,Demand,Central,Central,713989,megawatthours
2023-11-28,CAR,Carolinas,D,Demand,Central,Central,700319,megawatthours
2023-11-28,FLA,Florida,D,Demand,Central,Central,593329,megawatthours
2023-11-28,NY,New York,D,Demand,Central,Central,432325,megawatthours
2023-11-28,TEN,Tennessee,D,Demand,Central,Central,521092,megawatthours
2023-11-28,TEX,Texas,D,Demand,Central,Central,1103948,megawatthours
2023-11-27,CAL,California,D,Demand,Central,Central,704367,megawatthours
2023-11-27,CAR,Carolinas,D,Demand,Central,Central,614096,megawatthours
2023-11-27,FLA,Florida,D,Demand,Central,Central,591964,megawatthours
2023-11-27,NY,New York,D,Demand,Central,Central,403379,megawatthours
2023-11-27,TEN,Tennessee,D,Demand,Central,Central,485495,megawatthours
2023-11-27,TEX,Texas,D,Demand,Central,Central,1165176,megawatthours
2023-11-26,CAL,California,D,Demand,Central,Central,637327,megawatthours
2023-11-26,CAR,Carolinas,D,Demand,Central,Central,605038,megawatthours
2023-11-26,FLA,Florida,D,Demand,Central,Central,596934,megawatthours
2023-11-26,NY,New York,D,Demand,Central,Central,380774,megawatthours
2023-11-26,TEN,Tennessee,D,Demand,Central,Central,408819,megawatthours
2023-11-26,TEX,Texas,D,Demand,Central,Central,1046365,megawatthours
2023-11-25,CAL,California,D,Demand,Central,Central,628032,megawatthours
2023-11-25,CAR,Carolinas,D,Demand,Central,Central,550536,megawatthours
2023-11-25,FLA,Florida,D,Demand,Central,Central,559122,megawatthours
2023-11-25,NY,New York,D,Demand,Central,Central,385366,megawatthours
2023-11-25,TEN,Tennessee,D,Demand,Central,Central,389675,megawatthours
2023-11-25,TEX,Texas,D,Demand,Central,Central,1005201,megawatthours
2023-11-24,CAL,California,D,Demand,Central,Central,625737,megawatthours
2023-11-24,CAR,Carolinas,D,Demand,Central,Central,522083,megawatthours
2023-11-24,FLA,Florida,D,Demand,Central,Central,544974,megawatthours
2023-11-24,NY,New York,D,Demand,Central,Central,376135,megawatthours
2023-11-24,TEN,Tennessee,D,Demand,Central,Central,377745,megawatthours
2023-11-24,TEX,Texas,D,Demand,Central,Central,1000122,megawatthours
2023-11-23,CAL,California,D,Demand,Central,Central,621849,megawatthours
2023-11-23,CAR,Carolinas,D,Demand,Central,Central,527483,megawatthours
2023-11-23,FLA,Florida,D,Demand,Central,Central,580617,megawatthours
2023-11-23,NY,New York,D,Demand,Central,Central,356639,megawatthours
2023-11-23,TEN,Tennessee,D,Demand,Central,Central,401633,megawatthours
2023-11-23,TEX,Texas,D,Demand,Central,Central,1037056,megawatthours
2023-11-22,CAL,California,D,Demand,Central,Central,698048,megawatthours
2023-11-22,CAR,Carolinas,D,Demand,Central,Central,532720,megawatthours
2023-11-22,FLA,Florida,D,Demand,Central,Central,647683,megawatthours
2023-11-22,NY,New York,D,Demand,Central,Central,398696,megawatthours
2023-11-22,TEN,Tennessee,D,Demand,Central,Central,424960,megawatthours
2023-11-22,TEX,Texas,D,Demand,Central,Central,1088923,megawatthours
2023-11-21,CAL,California,D,Demand,Central,Central,703986,megawatthours
2023-11-21,CAR,Carolinas,D,Demand,Central,Central,558171,megawatthours
2023-11-21,FLA,Florida,D,Demand,Central,Central,654563,megawatthours
2023-11-21,NY,New York,D,Demand,Central,Central,422036,megawatthours
2023-11-21,TEN,Tennessee,D,Demand,Central,Central,391660,megawatthours
2023-11-21,TEX,Texas,D,Demand,Central,Central,1050438,megawatthours
2023-11-20,CAL,California,D,Demand,Central,Central,680175,megawatthours
2023-11-20,CAR,Carolinas,D,Demand,Central,Central,560584,megawatthours
2023-11-20,FLA,Florida,D,Demand,Central,Central,630465,megawatthours
2023-11-20,NY,New York,D,Demand,Central,Central,399711,megawatthours
2023-11-20,TEN,Tennessee,D,Demand,Central,Central,394814,megawatthours
2023-11-20,TEX,Texas,D,Demand,Central,Central,1066010,megawatthours
2023-11-19,CAL,California,D,Demand,Central,Central,628842,megawatthours
2023-11-19,CAR,Carolinas,D,Demand,Central,Central,505002,megawatthours
2023-11-19,FLA,Florida,D,Demand,Central,Central,586236,megawatthours
2023-11-19,NY,New York,D,Demand,Central,Central,361994,megawatthours
2023-11-19,TEN,Tennessee,D,Demand,Central,Central,384597,megawatthours
2023-11-19,TEX,Texas,D,Demand,Central,Central,992591,megawatthours
2023-11-18,CAL,California,D,Demand,Central,Central,659989,megawatthours
2023-11-18,CAR,Carolinas,D,Demand,Central,Central,483306,megawatthours
2023-11-18,FLA,Florida,D,Demand,Central,Central,589560,megawatthours
2023-11-18,NY,New York,D,Demand,Central,Central,353693,megawatthours
2023-11-18,TEN,Tennessee,D,Demand,Central,Central,359037,megawatthours
2023-11-18,TEX,Texas,D,Demand,Central,Central,998193,megawatthours
2023-11-17,CAL,California,D,Demand,Central,Central,696643,megawatthours
2023-11-17,CAR,Carolinas,D,Demand,Central,Central,515705,megawatthours
2023-11-17,FLA,Florida,D,Demand,Central,Central,625934,megawatthours
2023-11-17,NY,New York,D,Demand,Central,Central,376180,megawatthours
2023-11-17,TEN,Tennessee,D,Demand,Central,Central,369250,megawatthours
2023-11-17,TEX,Texas,D,Demand,Central,Central,1038118,megawatthours
2023-11-16,CAL,California,D,Demand,Central,Central,700525,megawatthours
2023-11-16,CAR,Carolinas,D,Demand,Central,Central,539367,megawatthours
2023-11-16,FLA,Florida,D,Demand,Central,Central,539869,megawatthours
2023-11-16,NY,New York,D,Demand,Central,Central,379147,megawatthours
2023-11-16,TEN,Tennessee,D,Demand,Central,Central,379993,megawatthours
2023-11-16,TEX,Texas,D,Demand,Central,Central,1026890,megawatthours
2023-11-15,CAL,California,D,Demand,Central,Central,713933,megawatthours
2023-11-15,CAR,Carolinas,D,Demand,Central,Central,569495,megawatthours
2023-11-15,FLA,Florida,D,Demand,Central,Central,600561,megawatthours
2023-11-15,NY,New York,D,Demand,Central,Central,390273,megawatthours
2023-11-15,TEN,Tennessee,D,Demand,Central,Central,386385,megawatthours
2023-11-15,TEX,Texas,D,Demand,Central,Central,1016103,megawatthours
2023-11-14,CAL,California,D,Demand,Central,Central,690922,megawatthours
2023-11-14,CAR,Carolinas,D,Demand,Central,Central,563570,megawatthours
2023-11-14,FLA,Florida,D,Demand,Central,Central,626513,megawatthours
2023-11-14,NY,New York,D,Demand,Central,Central,397615,megawatthours
2023-11-14,TEN,Tennessee,D,Demand,Central,Central,397726,megawatthours
2023-11-14,TEX,Texas,D,Demand,Central,Central,1013360,megawatthours
2023-11-13,CAL,California,D,Demand,Central,Central,678010,megawatthours
2023-11-13,CAR,Carolinas,D,Demand,Central,Central,562258,megawatthours
2023-11-13,FLA,Florida,D,Demand,Central,Central,644853,megawatthours
2023-11-13,NY,New York,D,Demand,Central,Central,402754,megawatthours
2023-11-13,TEN,Tennessee,D,Demand,Central,Central,396301,megawatthours
2023-11-13,TEX,Texas,D,Demand,Central,Central,1016154,megawatthours
2023-11-12,CAL,California,D,Demand,Central,Central,621102,megawatthours
2023-11-12,CAR,Carolinas,D,Demand,Central,Central,510955,megawatthours
2023-11-12,FLA,Florida,D,Demand,Central,Central,671547,megawatthours
2023-11-12,NY,New York,D,Demand,Central,Central,369463,megawatthours
2023-11-12,TEN,Tennessee,D,Demand,Central,Central,364343,megawatthours
2023-11-12,TEX,Texas,D,Demand,Central,Central,980152,megawatthours
2023-11-11,CAL,California,D,Demand,Central,Central,632828,megawatthours
2023-11-11,CAR,Carolinas,D,Demand,Central,Central,510803,megawatthours
2023-11-11,FLA,Florida,D,Demand,Central,Central,716509,megawatthours
2023-11-11,NY,New York,D,Demand,Central,Central,363682,megawatthours
2023-11-11,TEN,Tennessee,D,Demand,Central,Central,363425,megawatthours
2023-11-11,TEX,Texas,D,Demand,Central,Central,983559,megawatthours
2023-11-10,CAL,California,D,Demand,Central,Central,676998,megawatthours
2023-11-10,CAR,Carolinas,D,Demand,Central,Central,509249,megawatthours
2023-11-10,FLA,Florida,D,Demand,Central,Central,714975,megawatthours
2023-11-10,NY,New York,D,Demand,Central,Central,386453,megawatthours
2023-11-10,TEN,Tennessee,D,Demand,Central,Central,366704,megawatthours
2023-11-10,TEX,Texas,D,Demand,Central,Central,1027258,megawatthours
2023-11-09,CAL,California,D,Demand,Central,Central,691363,megawatthours
2023-11-09,CAR,Carolinas,D,Demand,Central,Central,527283,megawatthours
2023-11-09,FLA,Florida,D,Demand,Central,Central,652085,megawatthours
2023-11-09,NY,New York,D,Demand,Central,Central,393240,megawatthours
2023-11-09,TEN,Tennessee,D,Demand,Central,Central,376935,megawatthours
2023-11-09,TEX,Texas,D,Demand,Central,Central,1092605,megawatthours
2023-11-08,CAL,California,D,Demand,Central,Central,692304,megawatthours
2023-11-08,CAR,Carolinas,D,Demand,Central,Central,526308,megawatthours
2023-11-08,FLA,Florida,D,Demand,Central,Central,637096,megawatthours
2023-11-08,NY,New York,D,Demand,Central,Central,384161,megawatthours
2023-11-08,TEN,Tennessee,D,Demand,Central,Central,396055,megawatthours
2023-11-08,TEX,Texas,D,Demand,Central,Central,1161504,megawatthours
2023-11-07,CAL,California,D,Demand,Central,Central,696040,megawatthours
2023-11-07,CAR,Carolinas,D,Demand,Central,Central,527798,megawatthours
2023-11-07,FLA,Florida,D,Demand,Central,Central,625851,megawatthours
2023-11-07,NY,New York,D,Demand,Central,Central,377898,megawatthours
2023-11-07,TEN,Tennessee,D,Demand,Central,Central,387085,megawatthours
2023-11-07,TEX,Texas,D,Demand,Central,Central,1141202,megawatthours
2023-11-06,CAL,California,D,Demand,Central,Central,685084,megawatthours
2023-11-06,CAR,Carolinas,D,Demand,Central,Central,531591,megawatthours
2023-11-06,FLA,Florida,D,Demand,Central,Central,589297,megawatthours
2023-11-06,NY,New York,D,Demand,Central,Central,380913,megawatthours
2023-11-06,TEN,Tennessee,D,Demand,Central,Central,386592,megawatthours
2023-11-06,TEX,Texas,D,Demand,Central,Central,1100729,megawatthours
2023-11-05,CAL,California,D,Demand,Central,Central,609446,megawatthours
2023-11-05,CAR,Carolinas,D,Demand,Central,Central,473690,megawatthours
2023-11-05,FLA,Florida,D,Demand,Central,Central,588333,megawatthours
2023-11-05,NY,New York,D,Demand,Central,Central,356804,megawatthours
2023-11-05,TEN,Tennessee,D,Demand,Central,Central,375612,megawatthours
2023-11-05,TEX,Texas,D,Demand,Central,Central,1056088,megawatthours
2023-11-04,CAL,California,D,Demand,Central,Central,650414,megawatthours
2023-11-04,CAR,Carolinas,D,Demand,Central,Central,544148,megawatthours
2023-11-04,FLA,Florida,D,Demand,Central,Central,582622,megawatthours
2023-11-04,NY,New York,D,Demand,Central,Central,353388,megawatthours
2023-11-04,TEN,Tennessee,D,Demand,Central,Central,385428,megawatthours
