state,date,year,month,day_name,day_of_week,is_weekend,pm25,temp_max,temp_min,temp_mean,electricity_mwh,green_percentage,electricity_scaled,pm25_norm,green_norm,temp_norm,QoL,electricity_norm
California,2023-09-28,2023,9,Thursday,3,0,14.383333333333333,29.8,16.2,21.9,753387.0,47.05298462925215,75.3387,0.0854651450843091,0.4496343684933872,0.789655172413793,0.627583824533833,0.3282125777579821
California,2023-09-29,2023,9,Friday,4,0,14.295833333333334,32.0,17.6,23.8,741114.0,47.05298462925215,74.1114,0.08494492246205679,0.4496343684933872,0.8224137931034483,0.6408184672421376,0.3198541480231391
California,2023-09-30,2023,9,Saturday,5,1,8.395833333333334,32.7,18.8,24.9,670746.0,47.05298462925215,67.0746,0.04986705421875775,0.4496343684933872,0.8413793103448275,0.6802255595902732,0.27193057729214937
California,2023-10-01,2023,10,Sunday,6,1,6.275,30.8,18.8,24.4,625287.0,47.43056188080152,62.5287,0.037257848755594465,0.4538452389034207,0.8327586206896551,0.6936049928378626,0.24097108431437447
California,2023-10-02,2023,10,Monday,0,0,10.0875,30.6,16.8,23.3,676614.0,47.43056188080152,67.6614,0.05992469158230253,0.4538452389034207,0.8137931034482759,0.6651073612023929,0.275926932354812
California,2023-10-03,2023,10,Tuesday,1,0,11.2375,28.5,17.9,23.1,709380.0,47.43056188080152,70.938,0.06676190318904726,0.4538452389034207,0.8103448275862069,0.6552522942609571,0.2982419579143222
California,2023-10-04,2023,10,Wednesday,2,0,15.454166666666666,28.1,18.1,22.4,760833.0,47.43056188080152,76.0833,0.09183167908044458,0.4538452389034207,0.7982758620689655,0.6274682714384417,0.3332836172597862
California,2023-10-05,2023,10,Thursday,3,0,13.230434782608697,25.2,17.8,20.8,826116.0,47.43056188080152,82.6116,0.07861070043003635,0.4538452389034207,0.7706896551724138,0.6193227483550588,0.37774408889506367
California,2023-10-06,2023,10,Friday,4,0,13.325,21.5,10.0,14.6,845270.0,47.43056188080152,84.527,0.07917292860563822,0.4538452389034207,0.6637931034482759,0.5794067685539641,0.3907887693432983
California,2023-10-07,2023,10,Saturday,5,1,13.945833333333333,15.6,6.4,10.4,783711.0,47.43056188080152,78.3711,0.08286403197304751,0.4538452389034207,0.5913793103448275,0.5589043877648595,0.34886449850102635
California,2023-10-08,2023,10,Sunday,6,1,16.2625,21.5,7.7,12.7,758343.0,47.43056188080152,75.8343,0.09663754520982312,0.4538452389034207,0.6310344827586206,0.5661341068866322,0.3315878224223578
California,2023-10-09,2023,10,Monday,0,0,18.341666666666665,18.9,8.0,13.6,759955.0,47.43056188080152,75.9955,0.10899902561477101,0.4538452389034207,0.646551724137931,0.5627348175025049,0.3326856622930143
California,2023-10-10,2023,10,Tuesday,1,0,9.560869565217391,21.0,5.3,12.7,735168.0,47.43056188080152,73.5168,0.05679366225955411,0.4538452389034207,0.6310344827586206,0.5966536898145497,0.31580467167641235
California,2023-10-11,2023,10,Wednesday,2,0,9.125,27.0,10.5,16.9,711725.0,47.43056188080152,71.1725,0.054202242737527044,0.4538452389034207,0.7034482758620689,0.6264763581174639,0.2998390016467598
